Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,PlayerType,W,L,QS,ERA,GS,SV,HLD,BS,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,FPTS/IP,SPTS/IP
Jean Walters,ARI,1,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.248828,0.0893995,0.199898,,,,,,,,0.290112,,,,,,,,,,-0.00017637,999.0,,,,,,,7.683128809928895,,7.596708655357361,,,,,,,,,,,,,,,,,,,,Jean Walters,sa3015236,695078,Pitcher,0.0,0.0,0.0,4.31594,0.0,0.0,0.0,,1.11934,4.0,1.0,7.08819,3.17003,2.236,1.04217,0.1104980111122131,1.2339,0.662566,,,4.25511,-0.0392104,6.863970668344815,6.78676443885062
Jaden Woods,PIT,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.243453,0.109095,0.211023,,,,,,,,0.293108,,,,,,,,,,-0.000193682,999.0,,,,,,,6.8463454246521,,6.058341503143311,,,,,,,,,,,,,,,,,,,,Jaden Woods,sa3023064,692243,Pitcher,0.0,0.0,0.0,4.25756,0.0,0.0,0.0,,1.41167,6.0,1.0,8.64352,4.46853,1.93431,1.05493,0.1019284278154373,1.47041,0.730091,,,4.39025,-0.023427,4.849825856118748,4.291618293366319
Blake Gillespie,NYY,1,,,5.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.266877,0.0960174,0.1441,,,,,,,,0.278292,,,,,,,,,,-0.000206851,999.0,,,,,,,11.87593927383423,,12.11887788772583,,,,,,,,,,,,,,,,,,,,Blake Gillespie,sa3032227,805730,Pitcher,0.0,0.0,0.0,5.58063,1.0,0.0,0.0,,5.02378,21.0,3.0,5.40588,3.60207,1.50077,1.55496,0.0480827912688255,1.39307,0.62181,,,5.5241,0.00653003,2.3639470136596605,2.4123047896274934
Junior Fernández,MIL,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.243028,0.108523,0.207562,,,,,,,,0.291339,,,,,,,,,,-0.000227907,999.0,,,,,,,5.25843358039856,,4.985428094863892,,,,,,,,,,,,,,,,,,,,Junior Fernandez,18496,658551,Pitcher,0.0,0.0,0.0,4.22795,0.0,0.0,0.0,,1.19709,5.0,1.0,8.50683,4.44774,1.91262,1.0397,0.0990397036075592,1.46764,0.730944,,,4.39154,-0.0369453,4.3926963093173175,4.164637863699255
Max Kranick,WSN,10,,,10.0,,,,2.0,5.0,,3.0,,8.0,0.0,,,,,,0.250674,0.0735285,0.188733,,,,,,,,0.280895,,,,,,,,,,-0.000268689,999.0,,,,,,,30.4,,31.0,,,,,,,,,,,,,,,,,,,,Max Kranick,22175,668820,Pitcher,1.0,0.0,0.0,4.44788,0.0,0.0,0.0,,10.0,43.0,5.0,7.1088,2.76952,2.5668,1.32724,0.1152041032910347,1.26842,0.686124,,,4.50103,0.0004005,3.04,3.1
Nic Swanson,HOU,1,,,3.0,,,,1.0,2.0,,2.0,0.0,3.0,0.0,,,,,,0.261143,0.113036,0.168719,,,,,,,,0.286307,,,,,,,,,,-0.000319024,999.0,,,,,,,6.079791116714483,,4.689048051834106,,,,,,,,,,,,,,,,,,,,Nic Swanson,sa3017551,702462,Pitcher,0.0,0.0,0.0,5.40334,1.0,0.0,0.0,,3.53781,15.0,2.0,6.55646,4.3926,1.49261,1.43138,0.0556831583380699,1.4746,0.654076,,,5.36585,0.0164328,1.7185184581156965,1.3254099480350263
Lucas Mahlstedt,LAA,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.241387,0.0944377,0.21901,,,,,,,,0.284064,,,,,,,,,,-0.000320355,999.0,,,,,,,5.33100883960724,,5.034465432167053,,,,,,,,,,,,,,,,,,,,Lucas Mahlstedt,sa3036871,822652,Pitcher,0.0,0.0,0.0,4.38684,0.0,0.0,0.0,,1.20689,5.0,1.0,8.82842,3.80683,2.3191,1.35437,0.1245725974440574,1.38969,0.727147,,,4.55205,-0.0366701,4.417134292616875,4.171426192393576
Wen-Hui Pan,PHI,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.243841,0.0962457,0.208214,,,,,,,,0.284091,,,,,,,,,,-0.000346321,999.0,,,,,,,6.983678340911865,,6.151134014129639,,,,,,,,,,,,,,,,,,,,Wen-Hui Pan,sa3020878,808207,Pitcher,0.0,0.0,0.0,4.43181,0.0,0.0,0.0,,1.43023,6.0,1.0,7.99147,3.694,2.16336,1.24584,0.1119685247540474,1.33829,0.6994,,,4.53709,-0.0227271,4.882916700423384,4.300810194562051
Keegan Akin,BAL,19,,,17.0,,,,3.0,10.0,,7.0,,18.0,1.0,,,,,,0.239986,0.0898588,0.226162,,,,,,,,0.283786,,,,,,,,,,-0.000359817,999.0,,,,,,,71.49999999999999,,68.0,,,,,,,,,,,,,,,,,,,,Keegan Akin,19362,669211,Pitcher,1.0,1.0,0.0,4.32911,0.0,0.0,0.0,,19.0,78.0,9.0,8.57359,3.40646,2.51686,1.31323,0.1363031417131424,1.28711,0.703473,,,4.37528,-0.0135075,3.763157894736841,3.5789473684210527
Reese Dutton,PHI,1,,,5.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.284865,0.094786,0.113264,,,,,,,,0.29385,,,,,,,,,,-0.000361925,999.0,,,,,,,7.443167114257815,,8.475112915039062,,,,,,,,,,,,,,,,,,,,Reese Dutton,sa3025570,700848,Pitcher,0.0,0.0,0.0,5.79541,1.0,0.0,0.0,,4.69502,19.0,3.0,4.22928,3.5393,1.19495,1.33533,0.018478438258171,1.44958,0.600924,,,5.44623,0.00136813,1.5853314830041636,1.805127188463826
Austin Roberts,TEX,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.236285,0.107861,0.228543,,,,,,,,0.284014,,,,,,,,,,-0.000370207,999.0,,,,,,,7.013764023780823,,6.171462178230286,,,,,,,,,,,,,,,,,,,,Austin Roberts,sa3010254,686762,Pitcher,0.0,0.0,0.0,4.36472,0.0,0.0,0.0,,1.43429,6.0,1.0,8.78603,4.14656,2.11887,1.2293,0.1206825301051139,1.34918,0.707703,,,4.49262,-0.0276973,4.890051602776229,4.302792111882286
Garrett Stratton,NYM,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.236773,0.101029,0.220925,,,,,,,,0.282631,,,,,,,,,,-0.00037741,999.0,,,,,,,6.896472644805909,,6.092211246490479,,,,,,,,,,,,,,,,,,,,Garrett Stratton,sa3043212,809784,Pitcher,0.0,0.0,0.0,4.2042,0.0,0.0,0.0,,1.41844,6.0,1.0,8.64913,3.95526,2.18674,1.18695,0.1198955848813057,1.35338,0.721433,,,4.39796,-0.0282322,4.862004532238497,4.295001258955137
Peter Strzelecki,MIL,1,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.247524,0.0830124,0.212736,,,,,,,,0.289299,,,,,,,,,,-0.000385133,999.0,,,,,,,7.464649677276611,,7.449087619781494,,,,,,,,,,,,,,,,,,,,Peter Strzelecki,21367,657265,Pitcher,0.0,0.0,0.0,4.36437,0.0,0.0,0.0,,1.08982,5.0,1.0,8.75207,3.41516,2.56271,1.37189,0.1297240927815437,1.40451,0.734495,,,4.46177,-0.0423605,6.849449117112876,6.835169609623748
Austin Bergner,,1,,,3.0,,,,1.0,2.0,,2.0,0.0,3.0,0.0,,,,,,0.256585,0.116207,0.174444,,,,,,,,0.281631,,,,,,,,,,-0.000407987,999.0,,,,,,,4.588151693344117,,3.6811835765838623,,,,,,,,,,,,,,,,,,,,Austin Bergner,sa3011122,666123,Pitcher,0.0,0.0,0.0,5.39252,1.0,0.0,0.0,,3.33624,15.0,2.0,6.85338,4.56542,1.50115,1.49288,0.0582371428608894,1.48356,0.662603,,,5.44939,0.0025187,1.375247647230714,1.1033940006964815
Jonah Hurney,CIN,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.283266,0.0890492,0.117847,,,,,,,,0.291609,,,,,,,,,,-0.000409271,999.0,,,,,,,8.615199422836305,,9.0102698802948,,,,,,,,,,,,,,,,,,,,Jonah Hurney,sa3023417,802373,Pitcher,0.0,0.0,0.0,5.76592,1.0,0.0,0.0,,2.00205,9.0,1.0,4.74598,3.58621,1.3234,1.52698,0.0287982076406478,1.53887,0.644822,,,5.63252,0.0306532,4.303180396662087,4.500512967203562
Luis Palacios,MIA,1,,,4.0,,,,1.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.279666,0.0959877,0.12351,,,,,,,,0.292964,,,,,,,,,,-0.000426365,999.0,,,,,,,2.4469348907470714,,3.3425235748291016,,,,,,,,,,,,,,,,,,,,Luis Palacios,sa3003021,672712,Pitcher,0.0,0.0,0.0,5.58645,1.0,0.0,0.0,,3.6685,16.0,2.0,4.75051,3.69195,1.28672,1.32275,0.0275217741727828,1.47697,0.628544,,,5.3679,0.0331585,0.6670115158267882,0.911140596655944
Anthony Misiewicz,CIN,1,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.255114,0.0882048,0.194648,,,,,,,,0.289749,,,,,,,,,,-0.000473184,999.0,,,,,,,7.674332904815674,,7.590765476226807,,,,,,,,,,,,,,,,,,,,Anthony Misiewicz,18152,664948,Pitcher,0.0,0.0,0.0,4.75944,0.0,0.0,0.0,,1.11815,5.0,1.0,7.36496,3.33743,2.20677,1.34288,0.1064433231949806,1.33672,0.673089,,,4.6922,-0.0357303,6.863400850427965,6.788663831906785
Yorman Galindez,MIL,1,,,3.0,,,,0.0,2.0,,2.0,0.0,2.0,0.0,,,,,,0.256529,0.128249,0.1732,,,,,,,,0.288201,,,,,,,,,,-0.000486425,999.0,,,,,,,12.940466070175171,,13.365179777145386,,,,,,,,,,,,,,,,,,,,Yorman Galindez,sa3018322,800223,Pitcher,0.0,0.0,0.0,5.24738,1.0,0.0,0.0,,3.07304,14.0,2.0,6.97798,5.16696,1.3505,1.28507,0.0449512302875518,1.56078,0.678952,,,5.33142,-0.00756594,4.210971253790079,4.349177806895934
Brooks Caple,CHC,1,,,5.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.266607,0.0946405,0.148037,,,,,,,,0.2834,,,,,,,,,,-0.000486547,999.0,,,,,,,9.045660305023194,,10.20652723312378,,,,,,,,,,,,,,,,,,,,Brooks Caple,sa3028388,699944,Pitcher,0.0,0.0,0.0,5.34582,1.0,0.0,0.0,,4.64131,20.0,3.0,5.6506,3.61244,1.56421,1.4351,0.0533969551324844,1.41216,0.642097,,,5.30198,-0.0113245,1.9489474263326856,2.1990638949535537
Myles Patton,BOS,1,,,4.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.27744,0.10627,0.1466,,,,,,,,0.298948,,,,,,,,,,-0.000495523,999.0,,,,,,,2.6232358455657963,,3.4616458415985107,,,,,,,,,,,,,,,,,,,,Myles Patton,sa3039548,811573,Pitcher,0.0,0.0,0.0,5.67338,1.0,0.0,0.0,,3.69233,16.0,2.0,5.76563,4.17947,1.37951,1.39452,0.0403306186199188,1.5336,0.641839,,,5.41625,-0.0557946,0.7104555758661065,0.9375236290684856
Carlos Vargas,SEA,5,,,5.0,,,,0.0,2.0,,2.0,,4.0,0.0,,,,,,0.250526,0.0836502,0.180608,,,,,,,,0.288828,,,,,,,,,,-0.000511783,999.0,,,,,,,26.0,,27.0,,,,,,,,,,,,,,,,,,,,Carlos Vargas,22915,672841,Pitcher,0.0,0.0,0.0,4.08079,0.0,0.0,0.0,,5.0,20.0,2.0,7.04864,3.26463,2.15909,0.964551,0.0969581678509712,1.34378,0.711326,,,4.19388,0.0122839,5.2,5.4
Ivran Romero,MIN,1,,,2.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.271326,0.101205,0.154596,,,,,,,,0.296234,,,,,,,,,,-0.000565985,999.0,,,,,,,11.627885007858278,,11.694516897201538,,,,,,,,,,,,,,,,,,,,Ivran Romero,sa3066699,813676,Pitcher,0.0,0.0,0.0,5.33548,1.0,0.0,0.0,,2.1389,10.0,1.0,6.70423,4.38889,1.52755,1.46038,0.0533903986215591,1.64749,0.704059,,,5.3861,0.032748,5.436376939523551,5.467529300113441
Newremberg Rondon,DET,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.266946,0.0946056,0.151926,,,,,,,,0.285197,,,,,,,,,,-0.000599637,999.0,,,,,,,9.623059654235842,,9.691256523132324,,,,,,,,,,,,,,,,,,,,Newremberg Rondon,sa3015653,692598,Pitcher,0.0,0.0,0.0,5.35226,1.0,0.0,0.0,,2.13825,10.0,1.0,6.19551,3.858,1.60589,1.5411,0.0573202595114707,1.50997,0.677376,,,5.42578,0.0321843,4.500434365883346,4.532328123529572
Matt Seelinger,DET,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.235453,0.100054,0.230137,,,,,,,,0.279154,,,,,,,,,,-0.000635945,999.0,,,,,,,6.750965738296509,,5.993895769119263,,,,,,,,,,,,,,,,,,,,Matt Seelinger,sa3004483,676910,Pitcher,0.0,0.0,0.0,4.39839,0.0,0.0,0.0,,1.39878,6.0,1.0,8.59096,3.73497,2.30014,1.31651,0.1300837397575378,1.28254,0.694747,,,4.51714,-0.027858,4.826327100916071,4.285090861365576
Matt Pushard,MIA,1,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.246624,0.0892869,0.198119,,,,,,,,0.285997,,,,,,,,,,-0.00063725,999.0,,,,,,,8.592647099494934,,8.21124804019928,,,,,,,,,,,,,,,,,,,,Matt Pushard,31870,690155,Pitcher,0.0,0.0,0.0,4.28705,0.0,0.0,0.0,,1.24225,5.0,1.0,7.61505,3.4319,2.2189,1.14379,0.1088322028517723,1.32869,0.70251,,,4.38323,-0.0360385,6.917005281292269,6.609982395692438
Grant Richardson,ATH,1,,,3.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.262245,0.114092,0.177615,,,,,,,,0.296273,,,,,,,,,,-0.00067123,999.0,,,,,,,10.22197036743164,,12.501331329345703,,,,,,,,,,,,,,,,,,,,Grant Richardson,sa3040703,808911,Pitcher,0.0,0.0,0.0,5.19614,1.0,0.0,0.0,,2.30027,12.0,1.0,8.04441,5.16738,1.55677,1.47303,0.0635230243206024,1.72736,0.732048,,,5.37994,0.0438502,4.443820491176632,5.434732280709319
Phil Fox,CHW,1,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.248711,0.0839241,0.193472,,,,,,,,0.27872,,,,,,,,,,-0.000681289,999.0,,,,,,,9.541544508934022,,8.852394938468933,,,,,,,,,,,,,,,,,,,,Phil Fox,sa3031609,813636,Pitcher,0.0,0.0,0.0,4.62963,0.0,0.0,0.0,,1.37048,6.0,1.0,6.99745,3.03535,2.30532,1.34217,0.1095475703477859,1.24179,0.658223,,,4.6642,-0.0292905,6.9621968630035935,6.459343789988023
Victor Espiritu,TOR,1,,,3.0,,,,0.0,2.0,,1.0,0.0,2.0,0.0,,,,,,0.267647,0.102374,0.147839,,,,,,,,0.285118,,,,,,,,,,-0.000690364,999.0,,,,,,,12.633849716186525,,14.130979537963867,,,,,,,,,,,,,,,,,,,,Victor Espiritu,sa3023847,821417,Pitcher,0.0,0.0,0.0,5.47247,1.0,0.0,0.0,,2.6262,12.0,2.0,5.90093,4.0862,1.44411,1.48929,0.0454652085900306,1.50563,0.660542,,,5.49259,-0.0379467,4.81070345120101,5.380778904235146
Eli Jerzembeck,CHC,1,,,2.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.255614,0.110516,0.171116,,,,,,,,0.28336,,,,,,,,,,-0.000703357,999.0,,,,,,,11.361070299148562,,11.514236688613892,,,,,,,,,,,,,,,,,,,,Eli Jerzembeck,sa3034672,702260,Pitcher,0.0,0.0,0.0,5.0594,1.0,0.0,0.0,,2.10285,10.0,1.0,7.1893,4.64324,1.54833,1.41521,0.0605999082326889,1.56304,0.706714,,,5.2969,0.0304341,5.402708078396088,5.475545695619979
Tanner Kohlhepp,DET,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.243488,0.1067,0.207271,,,,,,,,0.288866,,,,,,,,,,-0.000709622,999.0,,,,,,,6.299364686012268,,5.688759922981262,,,,,,,,,,,,,,,,,,,,Tanner Kohlhepp,sa3022238,681289,Pitcher,0.0,0.0,0.0,4.34473,0.0,0.0,0.0,,1.33775,6.0,1.0,8.18864,4.21539,1.94256,1.10414,0.1005710214376449,1.41052,0.713012,,,4.47124,-0.0309569,4.7089182139494135,4.252477281652615
Todd Kniebbe,BAL,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.250854,0.0921954,0.204616,,,,,,,,0.292322,,,,,,,,,,-0.000718563,999.0,,,,,,,7.267170953750611,,6.3426830768585205,,,,,,,,,,,,,,,,,,,,Todd Kniebbe,sa3069163,703634,Pitcher,0.0,0.0,0.0,4.52064,0.0,0.0,0.0,,1.46854,6.0,1.0,7.48993,3.3748,2.21937,1.17103,0.1124202236533165,1.28961,0.669101,,,4.42564,-0.0259917,4.948580020193234,4.319050005609231
Luis Velasquez,NYY,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.231864,0.122631,0.225702,,,,,,,,0.282776,,,,,,,,,,-0.000718751,999.0,,,,,,,6.224407625198365,,5.638113260269165,,,,,,,,,,,,,,,,,,,,Luis Velasquez,sa3010135,686433,Pitcher,0.0,0.0,0.0,4.24672,0.0,0.0,0.0,,1.32762,6.0,1.0,9.17591,4.98556,1.8405,1.12139,0.1030710488557815,1.45995,0.734789,,,4.54513,-0.0328285,4.688386128068245,4.246773924463401
Riley Kelly,COL,1,,,4.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.275922,0.121267,0.158881,,,,,,,,0.298344,,,,,,,,,,-0.000732313,999.0,,,,,,,7.662081241607668,,7.514919757843018,,,,,,,,,,,,,,,,,,,,Riley Kelly,sa3035229,804465,Pitcher,0.0,0.0,0.0,6.09543,1.0,0.0,0.0,,4.10298,18.0,3.0,6.12361,4.67387,1.31018,1.53663,0.0376143380999565,1.5431,0.616054,,,5.71003,-0.00447714,1.8674411920812883,1.8315742509716624
Mark Manfredi,MIL,1,,,2.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.227499,0.124731,0.245511,,,,,,,,0.284288,,,,,,,,,,-0.000755362,999.0,,,,,,,9.092483663558962,,9.98140788078308,,,,,,,,,,,,,,,,,,,,Mark Manfredi,sa3023516,815081,Pitcher,0.0,0.0,0.0,4.22893,0.0,0.0,0.0,,1.79628,8.0,1.0,9.63141,4.89321,1.96832,1.13987,0.1207799166440963,1.39932,0.725126,,,4.43485,-0.00591033,5.061836509515141,5.556705592972586
Jeremy Wu-Yelland,BOS,1,,,2.0,,,,0.0,1.0,,1.0,0.0,2.0,0.0,,,,,,0.24843,0.111589,0.219539,,,,,,,,0.300916,,,,,,,,,,-0.000802327,999.0,,,,,,,7.6199718713760385,,8.986467480659485,,,,,,,,,,,,,,,,,,,,Jeremy Wu-Yelland,sa3014520,695026,Pitcher,0.0,0.0,0.0,4.54909,0.0,0.0,0.0,,1.59729,7.0,1.0,8.71673,4.43059,1.9674,1.13948,0.1079504489898681,1.45283,0.706161,,,4.47958,-0.0139038,4.770552118210602,5.626059019473667
Ryan Watson,BOS,26,,,27.0,,,,4.0,14.0,,9.0,,22.0,1.0,,,,,,0.259823,0.0835782,0.196946,,,,,,,,0.301084,,,,,,,,,,-0.000803349,999.0,,,,,,,99.0,,104.0,,,,,,,,,,,,,,,,,,,,Ryan Watson,27853,670245,Pitcher,1.0,1.0,0.0,4.59179,0.0,0.0,3.0,,26.0,113.0,13.0,7.8747,3.34179,2.35643,1.25525,0.1133680865168571,1.41637,0.703559,,,4.43033,-0.00428203,3.807692307692307,4.0
Kyle Luckham,WSN,1,,,6.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.289821,0.0752009,0.0961492,,,,,,,,0.294596,,,,,,,,,,-0.000835552,999.0,,,,,,,7.370770263671877,,10.182952880859377,,,,,,,,,,,,,,,,,,,,Kyle Luckham,sa3020378,680734,Pitcher,0.0,0.0,0.0,5.6066,1.0,0.0,0.0,,5.03659,22.0,3.0,3.85467,3.01484,1.27857,1.36178,0.0209483578801155,1.51497,0.64043,,,5.39473,0.0172679,1.4634443979907783,2.021794848490357
Will Brian,NYY,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.23528,0.113734,0.225086,,,,,,,,0.283412,,,,,,,,,,-0.000842414,999.0,,,,,,,6.314789056777954,,5.699181795120239,,,,,,,,,,,,,,,,,,,,Will Brian,sa3020621,684608,Pitcher,0.0,0.0,0.0,4.34346,0.0,0.0,0.0,,1.33984,6.0,1.0,8.96201,4.52842,1.97906,1.20652,0.1113520786166191,1.4131,0.723008,,,4.55589,-0.0322111,4.713104711815492,4.253640197726526
Blake Townsend,TEX,1,,,3.0,,,,1.0,2.0,,1.0,0.0,2.0,0.0,,,,,,0.270626,0.0923524,0.137368,,,,,,,,0.282574,,,,,,,,,,-0.00084845,999.0,,,,,,,4.0273006439209,,3.626554489135742,,,,,,,,,,,,,,,,,,,,Blake Townsend,sa3010125,678620,Pitcher,0.0,0.0,0.0,5.51804,1.0,0.0,0.0,,3.12531,13.0,2.0,5.29168,3.5576,1.48743,1.50922,0.0450152307748794,1.4335,0.637209,,,5.47089,-0.0101338,1.2886080059173806,1.1603819932465216
R.J. Gordon,NYM,1,,,4.0,,,,1.0,3.0,,2.0,0.0,3.0,0.0,,,,,,0.260335,0.101645,0.163037,,,,,,,,0.280291,,,,,,,,,,-0.000852494,999.0,,,,,,,8.809933185577394,,8.2904953956604,,,,,,,,,,,,,,,,,,,,R.J. Gordon,sa3032485,822161,Pitcher,0.0,0.0,0.0,5.33,1.0,0.0,0.0,,4.2581,18.0,3.0,6.26282,3.90453,1.60399,1.49463,0.061392456293106,1.41908,0.650816,,,5.35316,-0.0377902,2.0689826661743878,1.9469944784258604
Brayden Spears,CHC,1,,,2.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.269354,0.104784,0.143013,,,,,,,,0.290947,,,,,,,,,,-0.000852526,999.0,,,,,,,10.545210313797,,10.31433129310608,,,,,,,,,,,,,,,,,,,,Brayden Spears,sa3067025,687168,Pitcher,0.0,0.0,0.0,5.27769,1.0,0.0,0.0,,2.26287,10.0,1.0,5.69739,4.1744,1.36484,1.26603,0.03822922706604,1.51715,0.664032,,,5.24549,0.0407383,4.66011204755083,4.55808258831465
Robert Cranz,WSN,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.23061,0.115052,0.235825,,,,,,,,0.279412,,,,,,,,,,-0.000863547,999.0,,,,,,,5.5211083650589,,5.162911057472229,,,,,,,,,,,,,,,,,,,,Robert Cranz,sa3025521,801128,Pitcher,0.0,0.0,0.0,4.34512,0.0,0.0,0.0,,1.23258,5.0,1.0,8.89123,4.33776,2.04973,1.2189,0.1207733377814292,1.3252,0.702617,,,4.518,-0.0344287,4.479302324479295,4.1886950901331375
Isaac Gallegos,ATL,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.251509,0.0973604,0.205061,,,,,,,,0.297966,,,,,,,,,,-0.00090728,999.0,,,,,,,6.834050035476686,,6.050033807754517,,,,,,,,,,,,,,,,,,,,Isaac Gallegos,sa3023183,814541,Pitcher,0.0,0.0,0.0,4.40943,0.0,0.0,0.0,,1.41001,6.0,1.0,7.91552,3.75818,2.10621,1.08333,0.1077008545398712,1.37884,0.697106,,,4.34194,-0.0248675,4.846820754220877,4.290783542839132
Cody Bolton,HOU,4,,,4.0,,,,1.0,2.0,,2.0,,4.0,0.0,,,,,,0.242919,0.097239,0.215936,,,,,,,,0.288741,,,,,,,,,,-0.000919179,999.0,,,,,,,8.9,,9.0,,,,,,,,,,,,,,,,,,,,Cody Bolton,23265,675989,Pitcher,0.0,0.0,0.0,4.29832,0.0,0.0,0.0,,4.0,17.0,2.0,8.96295,4.03613,2.22068,1.25536,0.1186974644660949,1.44694,0.739263,,,4.43195,0.000972677,2.225,2.25
Braxton Roxby,SFG,1,,,1.0,,,,0.0,1.0,,1.0,0.0,1.0,0.0,,,,,,0.237044,0.104616,0.220553,,,,,,,,0.285934,,,,,,,,,,-0.000920271,999.0,,,,,,,6.405413961410524,,5.7604148387908936,,,,,,,,,,,,,,,,,,,,Braxton Roxby,sa3014811,694820,Pitcher,0.0,0.0,0.0,4.13507,0.0,0.0,0.0,,1.35208,6.0,1.0,8.67928,4.11688,2.10822,1.09468,0.1159372180700302,1.37328,0.724406,,,4.31419,-0.0306935,4.737441498897824,4.260400416360507
Connor Brogdon,CLE,4,,,3.0,,,,1.0,2.0,,1.0,,4.0,0.0,,,,,,0.238909,0.0895893,0.223177,,,,,,,,0.28127,,,,,,,,,,-0.000925454,999.0,,,,,,,14.5,,12.0,,,,,,,,,,,,,,,,,,,,Connor Brogdon,21205,641401,Pitcher,0.0,0.0,0.0,4.28934,0.0,0.0,0.0,,4.0,16.0,2.0,8.69102,3.48881,2.49111,1.33744,0.1335875615477562,1.31713,0.718239,,,4.41538,0.000419518,3.625,3.0
Jose Montero,CIN,1,,,4.0,,,,1.0,3.0,,2.0,0.0,2.0,0.0,,,,,,0.283281,0.10862,0.117544,,,,,,,,0.294774,,,,,,,,,,-0.000928404,999.0,,,,,,,5.726647472381588,,5.5585455894470215,,,,,,,,,,,,,,,,,,,,Jose Montero,sa3018312,800017,Pitcher,0.0,0.0,0.0,5.8998,1.0,0.0,0.0,,4.11171,18.0,3.0,4.55998,4.21378,1.08216,1.35,0.008923977613449,1.54211,0.620162,,,5.6302,-0.0244048,1.392765710849009,1.3518820106370506
Kevin Herget,NYM,1,,,1.0,,,,0.0,1.0,,0.0,0.0,1.0,0.0,,,,,,0.24768,0.0773555,0.197389,,,,,,,,0.281016,,,,,,,,,,-0.00094984,999.0,,,,,,,9.568416523933411,,8.870551705360413,,,,,,,,,,,,,,,,,,,,Kevin Herget,15369,643361,Pitcher,0.0,0.0,0.0,4.39489,0.0,0.0,0.0,,1.37411,6.0,1.0,7.36032,2.88446,2.55171,1.30042,0.1200336143374443,1.25614,0.685854,,,4.4744,-0.0305027,6.963353842798477,6.455487190671746
Jacob Morrison,MIL,1,,,3.0,,,,0.0,2.0,,1.0,0.0,2.0,0.0,,,,,,0.254195,0.113595,0.171874,,,,,,,,0.27622,,,,,,,,,,-0.000957442,999.0,,,,,,,14.320588684082033,,15.270668029785156,,,,,,,,,,,,,,,,,,,,Jacob Morrison,sa3038406,804756,Pitcher,0.0,0.0,0.0,5.35044,1.0,0.0,0.0,,2.85413,12.0,2.0,6.5249,4.31246,1.51303,1.48008,0.0582782849669456,1.41667,0.646771,,,5.41312,-0.0206754,5.01749065082051,5.35036902193816
