Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jhon Medina","COL",0,0,0,7.38583,1,1,0,0,,2.70167,12,3,2,2,0,2,0,0,1,3.36382,6.3507,0.529676,1.48766,0.0819657,0.154747,-0.07278108596801758,0.305896,1.86594,0.305773,0.593208,,,6.83687,-0.031998,-0.0055283,999,,,,,,,8.192361021041869,3.032331773716166,9.508352041244507,3.519434499564802,,,,,,,,,,,,,,,,,,,"Jhon Medina","sa3022121",808042
"Yeison Martinez","PIT",0,0,0,6.45617,1,1,0,0,,2.23466,12,3,2,2,0,1,0,0,1,3.68949,5.23405,0.704901,1.72071,0.0790485,0.112141,-0.03309272974729538,0.293923,1.9166,0.290243,0.687168,,,6.73225,-0.0320016,-0.0521705,999,,,,,,,7.736495685577393,3.4620435406519894,10.1733078956604,4.552504947801363,,,,,,,,,,,,,,,,,,,"Yeison Martinez","sa3025227",823842
"Noah Takacs","PIT",0,0,0,6.66308,1,0,0,0,,1.26943,6,2,1,1,0,1,0,0,0,3.42501,6.05901,0.565276,1.48628,0.0781664,0.13828,-0.06011366844177246,0.292311,1.88125,0.290742,0.650062,,,6.72855,-0.0320531,-0.0307376,999,,,,,,,1.1937946557998655,0.94041660230083,3.3471585512161255,2.636737781329572,,,,,,,,,,,,,,,,,,,"Noah Takacs","sa3023612",692176
"Caleb Shpur","DET",0,0,0,5.29876,1,0,0,0,,1.51441,11,2,1,1,0,1,0,0,2,9.75131,6.21664,1.56858,2.25962,0.156229,0.0995991,0.05663038045167923,0.26546,2.32704,0.286829,0.852422,,,6.54556,-0.0320779,-0.0219486,999,,,,,,,7.006666779518128,4.626650831021105,8.572072148323059,5.660321230709261,,,,,,,,,,,,,,,,,,,"Caleb Shpur","sa3076235",835615
"David Bracho","CHC",0,0,0,6.19098,1,1,0,0,,3.15456,15,4,2,2,0,2,0,0,2,4.45073,5.68406,0.783019,1.37453,0.106362,0.135836,-0.029473863542079926,0.280997,1.74386,0.289801,0.648699,,,6.20461,-0.0320786,-0.00468373,999,,,,,,,10.94374465942383,3.4691825009764816,13.77280044555664,4.365997177576852,,,,,,,,,,,,,,,,,,,"David Bracho","sa3019080",803425
"Noah Hall","NYM",0,0,0,5.97649,1,1,0,0,,4.335,20,4,3,3,1,3,0,0,3,5.31159,5.74289,0.924899,1.37703,0.13029,0.140869,-0.01057945191860199,0.269888,1.67256,0.285285,0.649546,,,6.0342,-0.0320886,-0.0333968,999,,,,,,,6.379032039642334,1.4715168785335826,5.675021648406982,1.3091155664022305,,,,,,,,,,,,,,,,,,,"Noah Hall","sa3023416",801801
"Frenny Grant","DET",0,0,0,6.45174,1,0,0,0,,1.49422,7,2,1,1,0,1,0,0,1,3.84126,4.48512,0.856445,1.78018,0.0924258,0.107918,-0.015492163598537445,0.285536,1.65895,0.279882,0.633837,,,6.51238,-0.0320939,-0.022984,999,,,,,,,4.8572501897811895,3.250686272577874,6.471114993095398,4.330755850415786,,,,,,,,,,,,,,,,,,,"Frenny Grant","sa3021572",814133
"Andy Basora","KCR",0,0,0,6.41354,1,0,0,0,,1.65014,7,2,1,1,0,1,0,0,1,3.47812,4.50014,0.772892,1.53874,0.085449,0.110558,-0.02510848641395569,0.292149,1.65943,0.289768,0.620461,,,6.24713,-0.0321025,-0.0122615,999,,,,,,,6.011016941070557,3.6427371756657614,7.250687122344971,4.3939898670428645,,,,,,,,,,,,,,,,,,,"Andy Basora","sa3019168",800576
"Chandler Welch","MIL",0,0,0,6.17268,1,1,0,0,,3.39454,16,4,3,2,1,2,0,0,2,5.4468,5.24862,1.03776,1.71823,0.130482,0.125734,0.004747495055198669,0.270993,1.6664,0.278748,0.655627,,,6.32952,-0.0321536,-0.0791396,999,,,,,,,0.4195630073547374,0.12359953290254352,1.9726777076721191,0.5811333195764432,,,,,,,,,,,,,,,,,,,"Chandler Welch","sa3025667",803068
"Luis Rodriguez","HOU",0,0,0,6.36108,1,1,0,0,,4.1983,18,5,3,3,1,2,0,0,2,3.76963,4.22676,0.89185,1.57029,0.0953763,0.106942,-0.011565841734409332,0.289603,1.59037,0.288794,0.607983,,,6.13053,-0.0321553,-0.0396411,999,,,,,,,3.7674297332763693,0.8973700195218891,5.991506576538086,1.427126384352686,,,,,,,,,,,,,,,,,,,"Luis Rodriguez","sa3021816",812160
"Hunter Omlid","COL",0,0,0,6.46847,1,0,0,0,,1.98424,9,2,2,1,0,1,0,0,1,5.65966,4.76819,1.18696,1.85847,0.132794,0.111877,0.02091687172651291,0.286509,1.7185,0.296419,0.653072,,,6.32178,-0.0321687,-0.0680518,999,,,,,,,8.483377289772033,4.275378252933776,8.92120087146759,4.49602875047319,,,,,,,,,,,,,,,,,,,"Hunter Omlid","sa3025589",804528
"Miguel Alvarez","SDP",0,0,0,5.76545,1,0,0,0,,1.91026,9,2,1,1,0,1,0,0,1,5.03012,4.69506,1.07136,1.50246,0.119773,0.111795,0.007978186011314392,0.273757,1.64098,0.283202,0.668886,,,5.92055,-0.0321768,-0.00302158,999,,,,,,,7.935897254943849,4.154362374559984,8.551281929016113,4.476510060412901,,,,,,,,,,,,,,,,,,,"Miguel Alvarez","sa3068602",829495
"German Fajardo","LAA",0,0,0,5.55269,1,0,0,0,,1.71712,8,2,1,1,0,1,0,0,1,6.91695,5.27536,1.31118,1.69007,0.162422,0.123875,0.03854735940694809,0.253509,1.62224,0.270966,0.697677,,,5.97368,-0.0322257,-0.0187144,999,,,,,,,6.506659269332887,3.7892948549639716,7.585580587387085,4.417628202413543,,,,,,,,,,,,,,,,,,,"German Fajardo","sa3023035",690455
"Jerson Alejandro","NYY",0,0,0,6.00865,1,0,0,0,,1.18134,7,2,1,1,0,1,0,0,1,7.75769,7.17044,1.0819,2.19603,0.143086,0.132255,0.010831460356712341,0.262869,2.15076,0.274419,0.785762,,,7.20242,-0.0322313,-0.0401821,999,,,,,,,2.541893792152405,2.15170928738731,4.906684994697571,4.153501497965695,,,,,,,,,,,,,,,,,,,"Jerson Alejandro","sa3021533",808394
"Roberto Medina","TBR",0,0,0,6.28189,1,0,0,0,,1.74231,8,2,1,1,0,1,0,0,1,4.78712,5.35214,0.894431,1.57943,0.119356,0.133443,-0.014087468385696411,0.273147,1.63404,0.278871,0.627857,,,6.30674,-0.0322464,-0.00952697,999,,,,,,,6.693080234527588,3.8415020177153907,7.711540699005127,4.42604871253474,,,,,,,,,,,,,,,,,,,"Roberto Medina","sa3021498",807947
"Will Armbruester","LAA",0,0,0,5.8508,1,0,0,0,,1.83437,8,2,1,1,0,1,0,0,1,3.99365,3.31317,1.20539,1.63978,0.104384,0.0865976,0.017786115407943726,0.275864,1.42619,0.272896,0.611513,,,5.86304,-0.0322479,-0.0126466,999,,,,,,,7.374373412132264,4.020101819285877,8.171873927116394,4.4548551321428835,,,,,,,,,,,,,,,,,,,"Will Armbruester","sa3067413",687006
"Justin Loer","COL",0,0,0,6.70506,1,0,0,0,,1.96706,9,2,2,1,0,1,0,0,1,4.51062,5.38813,0.837141,1.51505,0.112335,0.134189,-0.021853864192962646,0.292459,1.71177,0.301216,0.608402,,,6.2877,-0.0323061,-0.0688802,999,,,,,,,8.35624465942383,4.248088152303972,8.83530044555664,4.49162712133935,,,,,,,,,,,,,,,,,,,"Justin Loer","sa3025306",820830
"Jorge Nunez","ATL",0,0,0,5.76368,1,0,0,0,,1.92765,9,2,1,1,0,1,0,0,1,6.33843,5.53405,1.14535,1.45069,0.147946,0.129171,0.018775254487991333,0.270318,1.7193,0.292914,0.682786,,,5.84625,-0.0323086,0.00233052,999,,,,,,,8.064585113525393,4.183642872550321,8.638233184814453,4.481232721379084,,,,,,,,,,,,,,,,,,,"Jorge Nunez","sa3024840",821077
"Casey Opitz","CHC",0,0,0,5.89636,1,0,0,0,,1.59409,8,2,1,1,0,1,0,0,1,4.77192,3.84009,1.24266,1.89108,0.103976,0.0836725,0.02030402421951294,0.283116,1.73361,0.282982,0.707248,,,6.25567,-0.0323321,-0.0175907,999,,,,,,,5.59628529548645,3.510640014992277,6.970463037490845,4.372683873385851,,,,,,,,,,,,,,,,,,,"Casey Opitz","sa3017509",676053
"Javier Sanoja","MIA",0,0,0,7.10222,1,0,0,0,,1.17432,6,2,1,1,0,0,0,0,1,4.46304,3.62092,1.23257,2.46947,0.0902458,0.0732174,0.01702837646007538,0.319031,2.00822,0.312312,0.705822,,,7.09416,-0.0323393,-0.0360914,999,,,,,,,5.489946699142457,4.675012054753248,7.8715856075286865,6.70311746577922,,,,,,,,,,,,,,,,,,,"Javier Sanoja","28253",691594
"Jhon Cabral","CHC",0,0,0,6.54965,1,0,0,0,,1.09141,6,1,1,1,0,1,0,0,1,5.58139,8.45093,0.660446,1.5486,0.113231,0.171447,-0.05821529030799866,0.277025,2.17491,0.289943,0.713573,,,7.17813,-0.0323628,-0.0402859,999,,,,,,,4.476451063156128,4.1015215232927345,4.457061529159546,4.083755978692427,,,,,,,,,,,,,,,,,,,"Jhon Cabral","sa3019299",805093
"Fermin Magallanes","BAL",0,0,0,6.40948,1,0,0,0,,1.04434,6,1,1,1,0,1,0,0,1,7.77731,8.67395,0.896629,1.92251,0.148125,0.165203,-0.017077192664146423,0.266162,2.23864,0.285894,0.753153,,,7.31593,-0.0324141,-0.0473095,999,,,,,,,4.128112578392029,3.9528452478182037,4.221697688102722,4.042457013282834,,,,,,,,,,,,,,,,,,,"Fermin Magallanes","sa3021544",808678
"Carson Latimer","CIN",0,0,0,6.31809,1,0,0,0,,1.24446,7,2,1,1,0,1,0,0,1,7.38576,7.79052,0.948044,1.99555,0.137461,0.144994,-0.007533252239227295,0.273878,2.24218,0.28988,0.763776,,,7.20766,-0.0324273,-0.0292872,999,,,,,,,3.0089721441268926,2.4179021847448636,5.222278475761414,4.196435836249171,,,,,,,,,,,,,,,,,,,"Carson Latimer","sa3059763",802502
"Cole MacRae","HOU",0,0,0,6.30508,1,1,0,0,,3.41471,16,4,3,2,1,2,0,0,2,4.78377,4.85477,0.985374,1.72838,0.116564,0.118294,-0.001730121672153473,0.277547,1.63986,0.280257,0.637996,,,6.35396,-0.0326365,-0.0829844,999,,,,,,,0.5688455104827899,0.16658682628877328,2.0735442638397217,0.6072389633332628,,,,,,,,,,,,,,,,,,,"Cole MacRae","sa3076278",836174
"Joseph Herrera","SDP",0,0,0,6.3413,1,0,0,0,,1.28763,6,2,1,1,0,1,0,0,1,4.52399,5.89537,0.767381,1.6896,0.100812,0.131371,-0.030559375882148743,0.278426,1.84339,0.279682,0.679395,,,6.7246,-0.0326366,-0.0353653,999,,,,,,,3.3284493684768686,2.5849458158653196,5.438141465187073,4.223378357397632,,,,,,,,,,,,,,,,,,,"Joseph Herrera","sa3024471",823877
"Eyeksson Rojas","WSN",0,0,0,6.19558,1,0,0,0,,1.33116,7,2,1,1,0,1,0,0,1,5.12517,4.94489,1.03646,2.06346,0.104605,0.100925,0.00367949903011322,0.282784,1.91561,0.28194,0.729782,,,6.81517,-0.0326799,-0.0293973,999,,,,,,,3.65055274963379,2.742393349276196,5.655778884887695,4.248773120850999,,,,,,,,,,,,,,,,,,,"Eyeksson Rojas","sa3023872",811325
"Joey Wimpelberg","DET",0,0,0,5.71882,1,0,0,0,,1.46893,9,2,1,1,0,1,0,0,1,6.55001,6.05167,1.08235,1.8505,0.119931,0.110807,0.00912468135356903,0.276599,2.14482,0.288574,0.781274,,,6.58758,-0.0327135,-0.0242788,999,,,,,,,4.670097041130066,3.1792465121148292,6.34466016292572,4.319233308405618,,,,,,,,,,,,,,,,,,,"Joey Wimpelberg","sa3069403",824716
"Henry Cone","CHC",0,0,0,5.48083,1,0,0,0,,1.71508,9,2,1,1,0,1,0,0,2,7.92406,6.27902,1.26199,1.68809,0.160441,0.127133,0.033307746052742004,0.260541,1.92779,0.285366,0.758259,,,6.11146,-0.0327462,-0.0112619,999,,,,,,,8.49162039756775,4.951140120298884,9.575419187545776,5.583061876119314,,,,,,,,,,,,,,,,,,,"Henry Cone","sa3076397",801456
"Jholbran Herder","LAD",0,0,0,6.9636,1,1,0,0,,2.15274,10,3,2,2,0,1,0,0,1,3.11104,5.58615,0.55692,1.75323,0.0731882,0.131416,-0.05822771042585373,0.291757,1.80015,0.281159,0.625278,,,7.01747,-0.0327489,-0.0611218,999,,,,,,,7.130295419692996,3.3121913131944316,9.763713121414185,4.535476285590276,,,,,,,,,,,,,,,,,,,"Jholbran Herder","sa3019272",800408
"Freuddy Batista","HOU",0,0,0,5.30729,1,0,0,0,,1.46893,10,2,1,1,0,1,0,0,2,10.47,6.85026,1.52841,2.25851,0.16619,0.108734,0.057456277310848236,0.261854,2.373,0.287034,0.855192,,,6.60403,-0.0327583,-0.0250971,999,,,,,,,6.670097041130066,4.540779895303594,8.34466016292572,5.680766691594382,,,,,,,,,,,,,,,,,,,"Freuddy Batista","sa3002866",673945
"Ismael Yanez","MIL",0,0,0,6.3232,1,0,0,0,,1.31945,7,1,1,1,0,1,0,0,1,6.33616,6.84066,0.926251,1.75418,0.139967,0.151112,-0.011144399642944336,0.266622,1.88067,0.280171,0.69244,,,6.74174,-0.0327677,-0.0307167,999,,,,,,,6.163952207565309,4.671596641024238,5.597265005111694,4.242110178062288,,,,,,,,,,,,,,,,,,,"Ismael Yanez","sa3022354",808254
"Mailon Felix",,0,0,0,6.40086,1,0,0,0,,1.33814,7,2,1,1,0,1,0,0,1,5.22411,6.26692,0.833601,1.74941,0.113078,0.13565,-0.022571980953216553,0.279181,1.9167,0.285281,0.693135,,,6.787,-0.0328477,-0.0325746,999,,,,,,,3.702202558517457,2.766687388096706,5.6906774044036865,4.252691514209146,,,,,,,,,,,,,,,,,,,"Mailon Felix","sa3067089",829463
"Brayan Restituyo","ATH",0,0,0,6.4728,1,0,0,0,,1.46007,7,2,1,1,0,1,0,0,1,5.35617,5.38566,0.994524,1.83462,0.123851,0.124533,-0.0006818920373916626,0.280233,1.76057,0.286223,0.660966,,,6.56913,-0.0328636,-0.0237077,999,,,,,,,4.604496932029725,3.1536199705893186,6.300335764884949,4.315099995256341,,,,,,,,,,,,,,,,,,,"Brayan Restituyo","sa3015461",692844
"Cole Raymond","LAA",0,0,0,6.57868,1,0,0,0,,0.84169,6,1,1,1,0,1,0,0,1,7.17072,8.72099,0.822237,2.44918,0.114541,0.139304,-0.02476305514574051,0.281225,2.62745,0.28712,0.814202,,,8.25566,-0.0328731,-0.054791,999,,,,,,,2.628509116172791,3.122892990422501,3.2084521055221558,3.8119147195618055,,,,,,,,,,,,,,,,,,,"Cole Raymond","sa3069307",828085
"Cristopher Aranguren","CHC",0,0,0,6.34198,1,1,0,0,,2.03158,11,3,2,1,0,1,0,0,1,5.23203,5.7482,0.910203,1.88187,0.110572,0.12148,-0.01090860366821289,0.281413,1.92027,0.284958,0.706974,,,6.80107,-0.0329014,-0.0703463,999,,,,,,,6.233684730529785,3.068393932210312,9.1578950881958,4.507772037751172,,,,,,,,,,,,,,,,,,,"Cristopher Aranguren","sa3067583",829523
"Edgar Gallegos","TOR",0,0,0,5.95025,1,0,0,0,,1.8541,9,2,1,1,0,1,0,0,1,4.92302,4.12958,1.19213,1.83352,0.108604,0.0911008,0.01750359684228897,0.282984,1.73816,0.285297,0.699305,,,6.23706,-0.0329036,-0.00517271,999,,,,,,,7.520311689376832,4.056052643795016,8.270480871200562,4.460653652225003,,,,,,,,,,,,,,,,,,,"Edgar Gallegos","sa3023857",823735
"Fernando Vasquez","SFG",0,0,0,6.01964,1,0,0,0,,1.4434,7,2,1,1,0,1,0,0,1,5.84163,6.75877,0.864304,1.40137,0.13483,0.155999,-0.021168366074562073,0.265786,1.81365,0.284008,0.678792,,,6.30845,-0.032922,-0.0260099,999,,,,,,,4.481129312515258,3.1045740522735144,6.216979265213013,4.307189363269922,,,,,,,,,,,,,,,,,,,"Fernando Vasquez","sa3015475",694029
"Frank Mozzicato","KCR",0,0,0,6.32042,1,1,0,0,,3.7986,17,4,3,3,1,3,0,0,2,5.63534,6.00574,0.938325,1.50847,0.139807,0.148996,-0.009189262986183167,0.270906,1.68378,0.286937,0.632622,,,6.24134,-0.0330637,-0.0527634,999,,,,,,,0.40967674255371556,0.10784926211222162,0.9930248260498047,0.2614182930693129,,,,,,,,,,,,,,,,,,,"Frank Mozzicato","sa3018242",700924
"Antoni Cuello","STL",0,0,0,6.57317,1,0,0,0,,1.35204,6,2,1,1,0,1,0,0,1,3.67364,5.60527,0.655391,1.52071,0.0891234,0.135985,-0.04686173051595688,0.285006,1.73392,0.283659,0.625243,,,6.5596,-0.0330755,-0.0304457,999,,,,,,,3.805114912986755,2.814345522364043,5.760212779045105,4.260378310058717,,,,,,,,,,,,,,,,,,,"Antoni Cuello","sa3015947",692391
"Fabian Ysalla","CHW",0,0,0,6.8432,1,1,0,0,,3.47957,15,4,3,3,1,2,0,0,1,1.78828,4.55898,0.392254,1.45665,0.0448139,0.114247,-0.06943312659859657,0.303342,1.68162,0.288404,0.584969,,,6.52212,-0.0332002,-0.077332,999,,,,,,,-0.9511667728424076,-0.27335740058349856,0.3978602886199951,0.11434172996556277,,,,,,,,,,,,,,,,,,,"Fabian Ysalla","sa3021020",808674
"Will Gervase","LAD",0,0,0,6.74543,1,0,0,0,,0.848265,5,1,1,1,0,1,0,0,1,6.85118,12.4087,0.552126,1.42716,0.119147,0.215796,-0.09664945304393768,0.273173,2.72052,0.296394,0.761216,,,8.10605,-0.0332037,-0.0544689,999,,,,,,,2.677160501480104,3.1560428805797622,3.2413246631622314,3.821123022383267,,,,,,,,,,,,,,,,,,,"Will Gervase","sa3032155",822654
"Blake Wolters","KCR",0,0,0,6.18319,1,1,0,0,,4.04756,19,5,3,3,1,3,0,0,2,4.94143,5.56003,0.888741,1.47423,0.117627,0.132353,-0.01472540944814682,0.279284,1.73233,0.290049,0.653328,,,6.19734,-0.0332097,-0.038741,999,,,,,,,-0.34801912307739613,-0.08598234358372536,2.2378249168395996,0.5528817760888766,,,,,,,,,,,,,,,,,,,"Blake Wolters","sa3023513",806265
"Anthony Cruz","HOU",0,0,0,6.41701,1,1,0,0,,3.50321,16,4,3,2,1,2,0,0,2,4.5757,4.94774,0.924805,1.64671,0.114137,0.123418,-0.009280435740947723,0.28072,1.63037,0.28424,0.619713,,,6.3116,-0.0332219,-0.0781818,999,,,,,,,1.2237456798553463,0.349321357444365,2.5160443782806396,0.7182113506747156,,,,,,,,,,,,,,,,,,,"Anthony Cruz","sa3019534",800045
"Yulian Quintana","PIT",0,0,0,6.15939,1,0,0,0,,1.77334,8,2,1,1,0,1,0,0,1,4.41745,5.65921,0.780578,1.32278,0.107466,0.137675,-0.030208781361579895,0.280199,1.71592,0.289988,0.64128,,,6.12666,-0.0332243,-0.00449315,999,,,,,,,6.922688555717468,3.903765230333811,7.866681456565857,4.436091166182873,,,,,,,,,,,,,,,,,,,"Yulian Quintana","sa3067459",831951
"Luis Cohen","BOS",0,0,0,6.79433,1,1,0,0,,3.77428,16,4,3,3,1,2,0,0,1,3.16315,4.14287,0.763515,1.63384,0.0815878,0.106858,-0.02527029812335968,0.300184,1.59995,0.293583,0.576171,,,6.32612,-0.033331,-0.0512107,999,,,,,,,1.2296478271484386,0.3257969444231075,1.8713836669921875,0.4958257698574091,,,,,,,,,,,,,,,,,,,"Luis Cohen","sa3019269",800324
"Leomar Rosario","HOU",0,0,0,5.96111,1,0,0,0,,1.76886,8,2,1,1,0,1,0,0,1,7.18402,7.34987,0.977435,1.36799,0.171801,0.175767,-0.003966167569160461,0.25255,1.76725,0.283817,0.671508,,,6.16127,-0.0334589,-0.00960727,999,,,,,,,6.8895894527435315,3.894924446206851,7.844317197799683,4.434665233259169,,,,,,,,,,,,,,,,,,,"Leomar Rosario","sa3019127",703855
"Juanyerlin Duran","BOS",0,0,0,6.03413,1,0,0,0,,1.72254,9,2,1,1,0,1,0,0,1,6.14126,5.99458,1.02447,1.6234,0.128745,0.12567,0.0030749738216400146,0.281163,1.95042,0.297947,0.717439,,,6.31157,-0.0335447,-0.00737241,999,,,,,,,6.546819090843202,3.80067065571219,7.6127156019210815,4.419463008985837,,,,,,,,,,,,,,,,,,,"Juanyerlin Duran","sa3068494",830037
"Tyler Schmitt","SDP",0,0,0,6.08186,1,1,0,0,,4.23255,19,4,3,3,1,2,0,0,2,5.19938,4.79333,1.08471,1.66059,0.131545,0.121272,0.010272972285747528,0.268493,1.55422,0.275111,0.629785,,,6.13833,-0.0335808,-0.0404983,999,,,,,,,6.620885181427001,1.5642773203489513,6.162760257720947,1.456038858511509,,,,,,,,,,,,,,,,,,,"Tyler Schmitt","sa3060515",831325
"Ryan Minckler","WSN",0,0,0,6.46769,1,0,0,0,,1.46185,7,2,1,1,0,1,0,0,1,4.97002,7.15109,0.695002,1.33906,0.118479,0.170472,-0.051993682980537415,0.273749,1.83521,0.287655,0.645583,,,6.54341,-0.0335963,-0.0226708,999,,,,,,,4.617681527137756,3.1587954604779935,6.309244275093079,4.315934751689999,,,,,,,,,,,,,,,,,,,"Ryan Minckler","sa3038123",828514
"Weston Wilson","SEA",0,0,0,7.61574,1,0,0,0,,1.19098,5,2,1,1,0,0,0,0,0,2.72501,2.55446,1.06676,2.26565,0.0665649,0.0623989,0.004166048020124435,0.33221,1.68497,0.313777,0.570898,,,6.79518,-0.0336216,-0.0453193,999,,,,,,,3.613284325599671,3.0338637699196487,5.954921841621399,5,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Merlin Bido","BOS",0,0,0,6.97951,1,1,0,0,,2.49985,11,3,2,2,0,2,0,0,1,4.42524,6.9961,0.63253,1.3944,0.108895,0.172158,-0.0632627010345459,0.286071,1.8286,0.295994,0.609039,,,6.6874,-0.0336454,-0.0366976,999,,,,,,,6.698900842666625,2.6797195496825648,8.499257326126099,3.399904932095785,,,,,,,,,,,,,,,,,,,"Merlin Bido","sa3023821",816264
"Jonaikel Meza","CLE",0,0,0,5.45418,1,0,0,0,,1.33116,9,2,1,1,0,1,0,0,1,9.3703,6.78609,1.38081,2.26182,0.148735,0.107716,0.0410192534327507,0.26668,2.39754,0.285848,0.848431,,,6.83109,-0.0336628,-0.0327062,999,,,,,,,3.65055274963379,2.742393349276196,5.655778884887695,4.248773120850999,,,,,,,,,,,,,,,,,,,"Jonaikel Meza","sa3024849",823848
"Gerardo Lopez","PHI",0,0,0,6.32883,1,0,0,0,,1.72549,8,2,1,1,0,1,0,0,1,4.56068,4.38633,1.03975,1.8063,0.106216,0.102156,0.004060536623001099,0.287803,1.70413,0.288628,0.657752,,,6.36004,-0.0336778,-0.00729214,999,,,,,,,6.56864697933197,3.806823677225639,7.627464175224304,4.420455431810587,,,,,,,,,,,,,,,,,,,"Gerardo Lopez","sa3024891",825751
"Braden Osbolt","CIN",0,0,0,6.75073,1,1,0,0,,2.26152,12,3,2,2,1,1,0,0,1,4.12489,5.28285,0.780808,2.06299,0.0846718,0.108441,-0.023769401013851166,0.297376,2.00296,0.291298,0.70373,,,7.15236,-0.0337001,-0.0455139,999,,,,,,,-4.364726209640504,-1.929993757852103,-2.692382574081421,-1.1905171853047125,,,,,,,,,,,,,,,,,,,"Braden Osbolt","sa3039231",823776
"Kaden Echeman","STL",0,0,0,5.79302,1,0,0,0,,1.72526,9,2,1,1,0,1,0,0,1,6.16978,6.22348,0.991371,1.43168,0.138049,0.13925,-0.001201540231704712,0.268259,1.82095,0.288314,0.69947,,,6.09878,-0.0337758,-0.0110973,999,,,,,,,6.566957664489746,3.806348230666458,7.6263227462768555,4.420378746881687,,,,,,,,,,,,,,,,,,,"Kaden Echeman","sa3030766",834989
"Jarrette Bonet","MIL",0,0,0,6.30263,1,1,0,0,,4.60707,20,5,4,3,1,2,0,0,2,4.16596,4.27191,0.975198,1.60919,0.107136,0.109861,-0.002724774181842804,0.283348,1.54977,0.284307,0.604023,,,6.11242,-0.0337803,-0.0965871,999,,,,,,,6.792331886291503,1.4743273099124068,8.035359382629395,1.7441358845672565,,,,,,,,,,,,,,,,,,,"Jarrette Bonet","sa3069245",806426
"Sandro Pereira","HOU",0,0,0,5.981,1,0,0,0,,1.51441,8,2,1,1,0,1,0,0,1,6.20338,5.79035,1.07133,1.83865,0.127412,0.118928,0.00848328322172165,0.274801,1.93499,0.285639,0.733274,,,6.5411,-0.0338034,-0.0227697,999,,,,,,,5.006666779518128,3.3060083696025826,6.572072148323059,4.339678769290739,,,,,,,,,,,,,,,,,,,"Sandro Pereira","sa3021140",808014
"Samuel Gonzalez","ARI",0,0,0,6.19974,1,1,0,0,,2.64091,13,3,2,2,1,1,0,0,1,4.59745,4.50857,1.01971,1.81871,0.10228,0.100302,0.001977391541004181,0.286593,1.77212,0.287194,0.68475,,,6.41746,-0.0338152,-0.0300638,999,,,,,,,-1.557229614257813,-0.5896553517261305,-0.7954254150390625,-0.3011931243680485,,,,,,,,,,,,,,,,,,,"Samuel Gonzalez","sa3025098",828416
"Jason Shockley","BAL",0,0,0,6.1913,1,0,0,0,,1.16345,7,2,1,1,0,1,0,0,1,7.53498,6.59223,1.14301,2.28141,0.136647,0.11955,0.017096787691116333,0.275855,2.19983,0.287062,0.785103,,,7.17872,-0.0338154,-0.0413887,999,,,,,,,2.4095062017440805,2.071006800517107,4.817233920097351,4.14048496782534,,,,,,,,,,,,,,,,,,,"Jason Shockley","sa3076273",811949
"Kai Wynyard","TEX",0,0,0,6.27904,1,0,0,0,,1.81012,8,2,1,1,0,1,0,0,1,5.01792,5.03588,0.996434,1.65026,0.125312,0.125761,-0.00044843554496765137,0.274584,1.61237,0.281076,0.627268,,,6.24867,-0.0338384,-0.00830661,999,,,,,,,7.1949196577072145,3.9748208147257227,8.050621390342712,4.4475517443106005,,,,,,,,,,,,,,,,,,,"Kai Wynyard","sa3015311",698785
"Moises Meza","COL",0,0,0,6.86355,1,0,0,0,,1.92062,9,2,2,1,0,1,0,0,1,3.32678,4.54465,0.732023,1.60809,0.0800061,0.109295,-0.029288455843925476,0.308828,1.75885,0.306169,0.613712,,,6.39869,-0.0338456,-0.0711144,999,,,,,,,8.012609791755676,4.17188069803945,8.60311472415924,4.479335596457976,,,,,,,,,,,,,,,,,,,"Moises Meza","sa3023822",816396
"Edgar Leon",,0,0,0,6.16506,1,0,0,0,,1.68719,8,2,1,1,0,1,0,0,1,6.90863,6.5958,1.04743,1.73669,0.159862,0.152624,0.007238805294036865,0.25751,1.76415,0.275378,0.680038,,,6.49927,-0.0338764,-0.0114138,999,,,,,,,6.285179948806763,3.7252431932801375,7.435932397842407,4.407297289238731,,,,,,,,,,,,,,,,,,,"Edgar Leon","sa3019161",800453
"Eudry Alcantara","CLE",0,0,0,6.51958,1,0,0,0,,1.23176,6,1,1,1,0,1,0,0,1,5.31703,7.20819,0.737637,1.6529,0.117234,0.158932,-0.041697755455970764,0.272525,1.93738,0.280594,0.682143,,,6.94872,-0.0339032,-0.0377116,999,,,,,,,5.515059471130371,4.4773641044937325,5.1588239669799805,4.188156695692704,,,,,,,,,,,,,,,,,,,"Eudry Alcantara","sa3019701",805122
