Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Wyatt Langford","TEX",58,248.448,217.702,55.1212,32.4761,10.4142,1.7388,10.4922,35.8901,30.9233,26.4834,0.827837,55.2708,2.49932,1.46908,0.293992,3.17787,7.38742,1.98932,0.253195,0.106595,0.222464,0.479156,0.338918,0.461591,0.348361,0.800509,0.208396,6.04652,0.290916,,0.335925,35.7869,6.29044,123.724,0.335925,2.45,7.274183839559555,-0.04423856735229492,1.63103,37.75,,,,,,,316.1,5.45,316.1,5.45,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Randy Arozarena","SEA",72,310.059,268.739,66.0054,40.7641,13.0862,0.893478,11.2616,43.2988,35.4653,30.6435,0.332864,75.8165,8.25971,2.03434,0.382503,5.40951,12.315,3.81134,0.245612,0.0988312,0.244523,0.404179,0.338768,0.426672,0.338176,0.76544,0.18106,5.67853,0.298015,,0.470201,42.1103,5.29928,121.891,0.470201,0,8.460174053907394,-3.42891263961792,1.63005,89.37999725341797,,,,,,,376,5.222222222,376,5.222222222,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Otto Lopez","MIA",70,293.664,269.642,76.3538,54.3894,13.3937,2.42872,6.14191,36.8607,32.7757,18.1914,0.625722,44.0217,2.3118,2.49183,1.02688,6.20915,8.74475,2.70035,0.283167,0.0619461,0.149905,0.413237,0.330979,0.419187,0.328215,0.750167,0.13602,5.89884,0.316311,,0.241765,37.5205,2.65582,105.753,0.241765,0.98,2.2638208717107773,4.220740795135498,1.62698,229.16000366210938,,,,,,,329.8,4.711428571,329.8,4.711428571,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Willson Contreras","BOS",74,320.334,275.34,71.5792,42.8024,12.6929,1.07813,15.0058,44.167,46.6911,30.2746,0.603192,79.0717,10.2795,2.15764,0.727381,6.52016,2.37586,0.863812,0.259967,0.0945097,0.246842,0.382876,0.352563,0.477394,0.362049,0.829958,0.217428,4.07605,0.308436,,-0.318244,49.6835,11.6526,127.482,-0.318244,0.46,10.044633209705353,-5.44634535908699,1.62316,168.1999969482422,,,,,,,433.6,5.859459459,433.6,5.859459459,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Wilyer Abreu","BOS",67,289.398,256.179,64.6877,37.1196,14.5215,0.934613,12.112,37.353,40.7233,28.5838,1.13045,61.9321,1.61708,2.45224,0.565831,3.54911,5.42288,1.55857,0.25251,0.0987699,0.214003,0.461534,0.328525,0.458329,0.341097,0.786854,0.20582,4.54925,0.284829,,0.0915998,39.9872,5.62906,113.104,0.0915998,4.28,4.555498942732811,1.1289126873016357,1.62183,199.89999389648438,,,,,,,366.9,5.476119402,366.9,5.476119402,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Alejandro Kirk","TOR",48,191.329,169.717,44.2797,30.3873,7.32907,0,6.56327,22.8666,23.6088,17.6896,0.600966,25.0404,1.77431,1.86971,0.278566,4.71429,0.177729,0.0929625,0.260904,0.0924566,0.130876,0.706443,0.333648,0.420104,0.331046,0.753752,0.1592,1.74821,0.269436,,-0.262712,24.8831,2.168,111.035,-0.262712,3.47,2.2225098609924316,6.886965274810791,1.61579,160.25,,,,,,,222.5,4.635416666,222.5,4.635416666,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Trea Turner","PHI",73,319.103,290.08,80.1843,55.855,13.1996,3.5013,7.62852,43.5765,36.0653,20.897,0.0862312,61.7293,2.64698,2.14244,0.463991,5.412,13.1367,2.88148,0.276421,0.0654866,0.193446,0.338526,0.328497,0.424958,0.330015,0.753455,0.148537,7.14208,0.32556,,1.01872,41.2347,3.34987,106.699,1.01872,-1.42,3.57752001285553,1.9596296548843384,1.61463,26.780000686645508,,,,,,,382,5.232876712,382,5.232876712,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Trent Grisham","NYY",60,260.08,220.242,53.2215,28.7859,10.8179,0.317928,13.2998,36.5015,36.1696,34.426,0.190436,54.3517,2.78683,1.66467,0.960134,4.04898,3.37085,1.06745,0.24165,0.132367,0.208981,0.633393,0.349006,0.474817,0.359473,0.823823,0.233167,3.64738,0.258803,,-0.113948,39.7969,8.9195,131.071,-0.113948,-3.74,9.398326486349106,-2.814074158668518,1.60742,253.82000732421875,,,,,,,344.8,5.746666666,344.8,5.746666666,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Geraldo Perdomo","ARI",75,321.457,271.001,69.0627,50.295,12.9917,1.47084,4.30508,40.9689,26.2377,38.7526,0.434709,42.396,3.33094,2.79318,5.57914,6.2425,10.3594,3.35076,0.254843,0.120553,0.131887,0.914062,0.351865,0.361295,0.32225,0.71316,0.106452,5.41694,0.285159,,0.202793,39.5224,1.35811,102.082,0.202793,0.84,1.0037456452846527,4.312222063541412,1.59992,76.7699966430664,,,,,,,333,4.44,333,4.44,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Brandon Nimmo","TEX",68,287.729,253.396,66.7919,40.294,13.8911,0.901812,11.7051,38.9119,37.517,27.2925,0.476605,59.1293,4.42076,2.12775,0.491679,5.30975,3.57445,0.938045,0.263587,0.094855,0.205504,0.461573,0.342941,0.464103,0.351804,0.807044,0.200516,4.29718,0.298268,,-0.049971,42.2452,8.08527,126.087,-0.049971,0.15,8.785542126744986,-3.335880368947983,1.59196,145.4600067138672,,,,,,,379.1,5.575,379.1,5.575,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Hunter Goodman","COL",69,276.717,252.169,64.2825,34.2512,13.3766,1.20187,15.4529,37.8828,46.399,19.1786,0.598859,75.5245,2.94533,2.15164,0.271917,3.66278,2.49014,0.855873,0.254918,0.0693075,0.272931,0.253938,0.312563,0.501336,0.348637,0.813899,0.246418,4.27615,0.298938,,-0.149768,39.9205,7.06788,107.287,-0.149768,1.92,2.2637139558792114,4.229092717170715,1.57193,67.36000061035156,,,,,,,357.8,5.185507246,357.8,5.185507246,,,,,,,,,,,,,,,,,,,"Hunter Goodman","29715",696100
"Jeremy Peña","HOU",59,256.123,231.99,62.9926,42.8445,11.3842,1.82052,6.94334,34.1287,27.9678,16.3311,0.250863,46.072,4.34777,1.68761,1.16532,5.15662,7.18802,1.75803,0.271532,0.0637625,0.179882,0.354468,0.328954,0.426087,0.331097,0.755041,0.154555,5.90914,0.310244,,0.377635,33.3204,2.91275,111.041,0.377635,-0.07,3.70643612742424,2.661481551826,1.57117,122.9800033569336,,,,,,,297.6,5.044067796,297.6,5.044067796,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"JJ Wetherholt","STL",74,314.563,277.31,71.6946,48.2675,13.7851,0.756975,8.88504,38.9875,37.2782,28.5367,1.20346,56.0189,5.80888,2.35421,0.553849,6.06228,5.69002,1.61878,0.258536,0.0907186,0.178085,0.509412,0.337698,0.409826,0.329983,0.747524,0.15129,4.34406,0.292464,,0.0398544,40.6401,3.29425,110.418,0.0398544,0,3.962243888527155,1.1921719312667847,1.56078,999,,,,,,,367.9,4.971621621,367.9,4.971621621,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","34985",802139
"Victor Caratini","MIN",55,220.515,194.807,48.2803,33.6147,8.171,0,6.49459,24.5251,25.1726,18.1068,0.596197,41.6638,4.6473,2.04376,0.29329,5.24341,0.311975,0.170192,0.247837,0.0821114,0.188938,0.434594,0.323465,0.389796,0.316155,0.713261,0.14196,1.91664,0.281021,,-0.302175,26.0261,-0.154078,99.4451,-0.302175,5.05,-0.4462192505598068,7.949948787689209,1.55803,681.02001953125,,,,,,,222.4,4.043636363,222.4,4.043636363,,,,,,,,,,,,,,,,,,,"Victor Caratini","14968",605170
"José Ramírez","CLE",48,207.922,183.056,49.759,30.3232,10.3205,0.983909,8.13143,30.1121,27.6211,21.2065,4.06092,23.6718,1.44799,1.97394,0.236857,2.21866,11.7558,3.30101,0.271824,0.101993,0.11385,0.895856,0.348671,0.472213,0.350427,0.820884,0.20039,6.1514,0.271673,,0.729648,30.2964,5.61141,124.92,0.729648,1.13,6.828820645809174,1.1061051022261381,1.55637,6.28000020980835,,,,,,,287.3,5.985416666,287.3,5.985416666,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Alex Bregman","CHC",75,322.887,282.541,70.0592,46.2235,13.6367,0.433026,9.76588,38.3052,38.7846,32.7463,0.907457,47.411,4.29901,2.75144,0.549141,5.86829,1.76895,0.677964,0.247961,0.101417,0.146835,0.690691,0.332274,0.402985,0.325261,0.735259,0.155023,2.89324,0.264311,,-0.360796,40.4837,2.14968,106.877,-0.360796,1.37,2.296861916780472,2.52740740776062,1.55469,119.16999816894531,,,,,,,355.6,4.741333333,355.6,4.741333333,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Austin Wells","NYY",55,216.9,192.184,41.4741,23.6923,8.44316,0.197397,9.14128,24.7045,27.858,20.2884,0.66413,54.0955,2.27181,1.71651,0.439302,2.78385,1.4898,0.519539,0.215804,0.093538,0.249403,0.375048,0.295824,0.404486,0.30688,0.70031,0.188682,3.07211,0.24745,,-0.157165,23.9743,-1.77671,94.9775,-0.157165,4.92,-1.4395194053649902,9.016215801239014,1.55239,246.13999938964844,,,,,,,210.5,3.827272727,210.5,3.827272727,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Nico Hoerner","CHC",75,322.887,293.337,81.0463,61.9772,13.3012,2.71948,3.04848,40.72,29.6353,21.7745,0.508369,27.9107,4.53392,2.59845,0.643002,6.43865,12.1003,3.33987,0.276291,0.067437,0.0864411,0.780149,0.333148,0.371354,0.313376,0.704502,0.0950634,6.08851,0.294358,,0.577452,37.3835,-0.95051,98.8549,0.577452,3.24,0.13491535186767578,4.4697452783584595,1.53239,101.93000030517578,,,,,,,339,4.52,339,4.52,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Gabriel Moreno","ARI",52,205.375,181.989,50.5445,35.2261,9.25596,0.805802,5.25658,26.2595,25.2061,19.4153,0.688817,33.888,1.9369,1.68247,0.35106,4.53207,2.1851,0.879135,0.277733,0.0945357,0.165005,0.572925,0.350674,0.4241,0.340943,0.774775,0.146367,3.94075,0.313352,,-0.220982,28.3518,3.96912,114.698,-0.220982,1.3,3.3921788781881332,5.020538568496704,1.5317,181.22000122070312,,,,,,,246.4,4.738461538,246.4,4.738461538,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Michael Harris II","ATL",71,301.083,280.147,75.6674,48.2922,14.8717,1.11681,11.3867,40.9195,39.1366,15.2983,0.750029,58.6135,2.50929,2.10496,1.0233,5.51952,8.04307,2.11522,0.270099,0.0508108,0.194675,0.261003,0.311521,0.453093,0.330641,0.764614,0.182995,5.36415,0.302851,,0.390155,39.0586,3.31308,108.256,0.390155,1.04,3.3654364347457886,1.938702940940857,1.53154,99.06999969482422,,,,,,,361.8,5.095774647,361.8,5.095774647,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Ronald Acuña Jr.","ATL",54,226.79,191.76,53.2469,32.5145,8.8089,1.07427,10.8492,37.6381,30.7101,30.2567,1.28179,48.5379,3.12147,1.37266,0.279559,4.12869,9.40672,3.12245,0.277675,0.133413,0.214021,0.623361,0.382433,0.504548,0.384557,0.886981,0.226873,5.9981,0.317004,,0.25077,39.2987,12.3735,144.645,0.25077,-1.97,12.36986830830574,-4.698310613632202,1.52704,5.260000228881836,,,,,,,347.7,6.438888888,347.7,6.438888888,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Bo Bichette","NYM",75,317.209,293.105,83.2068,59.7786,13.7495,0.996588,8.68208,39.044,38.3854,19.4442,0.403918,53.9479,1.89619,2.29626,0.419912,7.23399,2.51052,1.1,0.28388,0.0612977,0.17007,0.360425,0.330071,0.426453,0.331114,0.756524,0.142573,3.70838,0.320163,,-0.37811,41.2718,3.61181,112.328,-0.37811,-0.33,4.30269530415535,0.41749224066734314,1.5254,92.86000061035156,,,,,,,368.6,4.914666666,368.6,4.914666666,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Maikel Garcia","KCR",62,268.451,241.099,66.1375,46.1431,12.3906,2.56488,5.0389,35.815,27.4506,22.3785,0.282432,38.0496,0.677789,2.55254,1.74365,5.20499,8.58599,3.03565,0.274317,0.0833615,0.141737,0.58814,0.334425,0.409685,0.327134,0.744111,0.135368,6.01475,0.304636,,0.0997526,34.0648,2.19354,104.708,0.0997526,2.88,1.5874067395925522,3.8367902040481567,1.5198,63.150001525878906,,,,,,,305.2,4.922580645,305.2,4.922580645,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Kazuma Okamoto","TOR",69,298.951,263.074,60.4067,33.1599,11.8279,0.32557,15.0934,38.1169,42.8012,29.4124,0.926898,80.2727,4.09054,2.01591,0.357889,4.70236,0.470733,0.189914,0.229618,0.0983854,0.268514,0.366406,0.314507,0.449173,0.332155,0.76368,0.219555,2.2866,0.266982,,-0.331139,39.1476,3.65525,111.795,-0.331139,0,3.819767266511917,0.4187473654747009,1.50944,999,,,,,,,347.8,5.04057971,347.8,5.04057971,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","37123",672960
"Max Muncy","LAD",53,230.989,195.009,45.1266,24.198,9.25789,0.388432,11.2823,32.6002,32.899,31.1079,0.940169,56.0561,2.86316,1.79129,0.217534,3.27482,1.07586,0.33378,0.231408,0.134673,0.242679,0.554943,0.342754,0.456432,0.348974,0.799186,0.225024,3.21399,0.261423,,-0.224648,33.3865,5.9628,121.605,-0.224648,0.57,5.748595327138901,1.3157334327697754,1.4792,234.3699951171875,,,,,,,290.4,5.479245283,290.4,5.479245283,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Matt Olson","ATL",78,331.387,287.232,71.7943,41.5656,13.8008,0.402836,16.0251,44.4611,47.9152,38.3953,1.64273,75.6388,2.76799,2.6691,0.322588,5.42178,1.13689,0.416431,0.249952,0.115862,0.228249,0.507614,0.341195,0.468179,0.35124,0.809374,0.218227,2.58773,0.281325,,-0.372459,48.5042,9.16099,122.159,-0.372459,1.38,8.416734397411346,-4.638518452644348,1.47647,48.0099983215332,,,,,,,432.1,5.539743589,432.1,5.539743589,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Austin Riley","ATL",73,307.926,275.755,69.4169,41.1633,13.8019,1.10493,13.3468,40.4153,42.341,25.0435,0.226464,80.4043,4.41244,2.38939,0.325593,4.56173,1.92222,0.620313,0.251734,0.0813296,0.261116,0.31147,0.321433,0.455001,0.337801,0.776433,0.203267,3.98197,0.304078,,-0.243181,41.7273,5.16945,113.088,-0.243181,-1.21,4.580791845917702,-0.1824936866760254,1.4621,59.36000061035156,,,,,,,366.9,5.026027397,366.9,5.026027397,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"CJ Abrams","WSN",73,314.036,281.391,71.4544,44.016,14.8725,1.23684,11.3291,42.2203,39.9006,22.9092,0.929551,61.4461,6.74243,2.08394,0.908779,4.58846,13.8496,3.51627,0.253933,0.0729511,0.195666,0.372835,0.322892,0.43636,0.331578,0.759251,0.182427,6.18564,0.28536,,0.9338,40.9764,3.69321,109.377,0.9338,-3.5,4.458301067352295,-0.28638720512390137,1.45925,65,,,,,,,374.6,5.131506849,374.6,5.131506849,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Yandy Díaz","TBR",77,334.012,296.321,84.579,58.3526,13.7366,0.622247,11.8676,42.2081,46.0842,31.4167,1.47247,47.1227,3.72416,2.04808,0.502059,9.48957,1.04752,0.447883,0.285431,0.0940588,0.141081,0.6667,0.35897,0.456138,0.356443,0.815108,0.170707,2.67697,0.303751,,-0.46102,50.2923,10.6375,126.969,-0.46102,-0.05,10.142496317625046,-7.817543793469667,1.44161,138.63999938964844,,,,,,,446,5.792207792,446,5.792207792,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Konnor Griffin","PIT",69,304.706,277.171,73.5133,50.9571,12.9089,2.64041,7.00691,40.7568,30.7832,19.401,0.583947,79.2428,5.55768,1.60396,0.972278,4.99492,12.3389,3.19207,0.265227,0.0636712,0.260063,0.24483,0.324205,0.406694,0.321717,0.730899,0.141467,6.88996,0.345442,,0.751879,37.3319,1.15632,100.828,0.751879,0,1.0537486970424652,2.955160140991211,1.41192,999,,,,,,,347.4,5.034782608,347.4,5.034782608,,,,,,,,,,,,,,,,,,,"Konnor Griffin","35376",804606
"Tyler Soderstrom","ATH",62,268.298,237.729,63.903,37.0109,13.8951,0.587123,12.4099,37.5324,38.5667,25.6785,1.51098,53.6453,2.48316,2.15346,0.253963,5.31491,2.29244,0.693104,0.268806,0.0957091,0.199947,0.478673,0.343469,0.4888,0.358816,0.832269,0.219994,3.66001,0.296232,,-0.163686,40.9121,9.059,126.648,-0.163686,-1.02,8.25251379609108,-3.914290189743042,1.40894,82.8499984741211,,,,,,,364.5,5.879032258,364.5,5.879032258,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Ceddanne Rafaela","BOS",70,303.369,281.311,72.2008,47.7043,13.8123,2.71575,7.96842,38.293,33.4609,14.5446,0.350467,64.0802,3.75883,2.0794,1.6754,4.20767,10.9909,3.02492,0.256658,0.0479436,0.211229,0.226975,0.299987,0.410044,0.309658,0.710031,0.153386,6.53797,0.303927,,0.602361,34.2126,-1.80422,91.5274,0.602361,4.38,-2.423268139362335,5.460246920585632,1.40334,125.02999877929688,,,,,,,324.6,4.637142857,324.6,4.637142857,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Bryson Stott","PHI",68,298.713,268.568,69.4468,45.8065,13.8753,1.07403,8.69093,38.7737,34.4967,25.0907,0.427258,51.432,1.78354,2.26756,1.00307,4.52888,11.5389,2.69198,0.258582,0.083996,0.172179,0.487842,0.32354,0.415325,0.324409,0.738864,0.156743,5.59343,0.288335,,0.81467,37.2472,1.78317,102.916,0.81467,1.14,1.8573142290115356,2.2376301288604736,1.4009,181.44000244140625,,,,,,,343.7,5.054411764,343.7,5.054411764,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Seiya Suzuki","CHC",69,295.979,258.818,66.6874,39.9838,12.5093,1.42951,12.7647,40.6638,41.2402,31.9316,1.32034,72.2159,2.20099,2.5759,0.452983,4.2141,3.44704,1.05925,0.257661,0.107885,0.24399,0.442169,0.341154,0.464998,0.349791,0.806152,0.207337,4.64505,0.305661,,-0.13219,42.9753,7.83577,123.432,-0.13219,0.6,8.169222429394722,-4.143266081809998,1.38488,113.43000030517578,,,,,,,386.7,5.604347826,386.7,5.604347826,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Zach Neto","LAA",72,305.268,270.524,63.8576,37.8493,12.2491,1.49832,12.2609,40.5481,35.3465,23.8902,1.07829,85.0703,7.32348,1.85388,1.67697,3.7438,11.4551,3.75776,0.236052,0.0782596,0.278674,0.280829,0.313155,0.428376,0.324093,0.741532,0.192325,6.19712,0.29476,,0.380237,37.9866,1.74426,104.47,0.380237,-2.57,1.986476719379425,0.7633333206176758,1.38103,32.29999923706055,,,,,,,343.4,4.769444444,343.4,4.769444444,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Teoscar Hernández","LAD",69,299.579,272.713,72.3036,43.3348,13.1097,1.38121,14.4779,43.3666,43.5906,21.3444,0.598683,77.6759,2.98876,2.16288,0.370241,5.40593,3.02355,0.915696,0.265127,0.0712479,0.259283,0.274788,0.322974,0.482593,0.347492,0.805566,0.217466,4.5779,0.316468,,-0.12738,42.9417,7.3748,120.605,-0.12738,-0.37,7.2609677612781525,-3.564444422721863,1.36329,125.41999816894531,,,,,,,380.1,5.508695652,380.1,5.508695652,,,,,,,,,,,,,,,,,,,"Teoscar Hernandez","13066",606192
"Ian Happ","CHC",73,315.911,271.668,64.8687,37.7285,13.7617,0.92774,12.4507,42.1116,41.19,39.113,1.15107,81.0298,2.83853,1.86704,0.424313,4.91371,3.8319,1.11186,0.23878,0.12381,0.256496,0.482699,0.338589,0.433758,0.33927,0.772347,0.194979,4.1917,0.291123,,-0.107199,43.1842,5.6784,116.332,-0.107199,0.39,6.068195104598999,-3.0375677347183228,1.3495,184.86000061035156,,,,,,,381.9,5.231506849,381.9,5.231506849,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Masyn Winn","STL",75,318.52,289.217,73.4554,52.121,13.0144,2.43404,5.88593,37.3618,31.1137,21.9958,0.0611845,56.0197,3.00062,2.44749,1.85947,5.52848,5.74352,1.66835,0.253981,0.0690564,0.175875,0.392645,0.310907,0.376865,0.304437,0.687772,0.122885,5.49709,0.294089,,0.0530496,34.578,-3.23765,93.1761,0.0530496,1.89,-2.5485582016408443,5.362222075462341,1.33607,364.7799987792969,,,,,,,306.1,4.081333333,306.1,4.081333333,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Jackson Holliday","BAL",61,269.04,238.07,59.6277,38.3625,11.81,1.07998,8.3752,35.8756,30.4441,26.7559,0.699385,63.6243,2.19656,1.68673,0.330319,4.90271,6.58142,1.82841,0.250462,0.0994495,0.236486,0.42053,0.32965,0.414681,0.327734,0.744331,0.164219,5.29363,0.305515,,0.209608,34.2698,2.32866,109.607,0.209608,-0.67,3.252189263701439,0.31902164220809937,1.33371,203.14999389648438,,,,,,,308.4,5.055737704,308.4,5.055737704,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Sal Stewart","CIN",69,297.214,265.417,71.3695,43.323,13.343,0.875645,13.8278,40.7197,42.0362,26.9496,1.27809,59.5273,2.29176,2.18536,0.369634,5.35413,4.54178,1.87998,0.268896,0.0906741,0.200284,0.452727,0.338935,0.482061,0.354729,0.820996,0.213166,4.24155,0.296229,,-0.244265,44.34,9.05397,120.126,-0.244265,0.25,6.9156386107206345,-3.488682985305786,1.32811,161.8699951171875,,,,,,,398.5,5.775362318,398.5,5.775362318,,,,,,,,,,,,,,,,,,,"Sal Stewart","31505",701398
"Kyle Tucker","LAD",73,315.718,269.741,68.3612,41.4246,14.8428,0.439098,11.6547,44.9919,39.8959,40.3019,1.83133,54.3701,2.0585,2.4795,0.42753,4.66507,7.20322,2.49247,0.253433,0.127651,0.172211,0.741251,0.351966,0.441336,0.347493,0.793302,0.187903,4.28487,0.275013,,-0.0212353,45.2552,7.7722,120.605,-0.0212353,-1.61,7.765238916501403,-4.989629626274109,1.32297,13.130000114440918,,,,,,,400.8,5.490410958,400.8,5.490410958,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Isaac Paredes","HOU",71,308.765,265.978,61.7388,39.0819,11.0467,0.440001,11.1702,36.6884,36.2861,33.4049,0.145626,51.3741,6.70077,2.35269,0.328809,4.66169,0.562084,0.224527,0.23212,0.108189,0.166386,0.650229,0.330196,0.402951,0.326154,0.733148,0.170831,2.29546,0.245733,,-0.397373,38.9358,2.27831,107.648,-0.397373,-0.78,2.382503926753998,-0.391210675239563,1.31661,243.60000610351562,,,,,,,338.4,4.766197183,338.4,4.766197183,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Willy Adames","SFG",75,318.681,282.022,65.6589,38.5027,13.7287,0.895948,12.5315,39.8345,39.933,30.7079,0.570079,83.5127,1.8498,2.50108,0.287865,3.69184,4.67685,1.51727,0.232815,0.0963592,0.262057,0.367703,0.309753,0.421152,0.319775,0.730905,0.188337,4.39183,0.281875,,-0.0632384,38.5442,0.709439,103.772,-0.0632384,-2.43,1.3756803944706917,1.042222023010254,1.2964,133.92999267578125,,,,,,,359,4.786666666,359,4.786666666,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"J.T. Realmuto","PHI",59,235.504,209.668,54.5573,35.4189,11.1372,1.16233,6.83876,29.3727,29.3375,16.8662,0.352788,51.6458,3.66,1.87742,0.29457,4.23126,3.94755,1.19009,0.260208,0.0716175,0.219299,0.326575,0.323536,0.422266,0.326852,0.745802,0.162057,4.92499,0.311763,,0.00464049,29.8303,1.87059,104.565,0.00464049,-0.66,1.2914091618731618,3.7467902302742004,1.28829,212.27000427246094,,,,,,,269.2,4.562711864,269.2,4.562711864,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Francisco Alvarez","NYM",49,191.892,171.147,39.3992,24.234,6.97348,0,8.19173,22.4687,25.442,16.7027,0.440542,51.1194,2.52049,1.2232,0.298982,3.84902,0.274913,0.134661,0.230207,0.0870424,0.266397,0.32674,0.305974,0.414545,0.316076,0.720518,0.184337,1.92518,0.276029,,-0.227608,22.6357,-0.146296,102.179,-0.227608,2.79,0.27277347445487976,5.850699424743652,1.25472,165.25,,,,,,,202.9,4.140816326,202.9,4.140816326,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Brent Rooker","ATH",51,217.619,192.786,52.1888,28.0579,10.5948,0.608319,12.9278,32.8377,35.2748,20.3761,0.838427,53.9955,2.6734,1.54471,0.23913,2.92298,2.15115,0.727534,0.270708,0.093632,0.248119,0.377367,0.346114,0.533149,0.376296,0.879263,0.262441,4.07182,0.308153,,-0.1355,36.2573,10.4209,138.645,-0.1355,-0.01,9.764031037688255,-5.277094135060906,1.24115,42.11000061035156,,,,,,,328,6.431372549,328,6.431372549,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Lars Nootbaar","STL",60,256.201,220.474,55.6889,34.979,11.2352,0.420712,9.05403,33.2566,32.128,31.3733,1.0682,50.7532,1.82106,1.79892,0.733663,5.07567,2.6819,0.889606,0.252587,0.122456,0.198099,0.618155,0.347924,0.430561,0.342496,0.778486,0.177974,3.66296,0.287044,,-0.185123,35.6897,5.27278,118.863,-0.185123,0.92,5.59924790263176,-1.7576776146888733,1.23499,745.989990234375,,,,,,,312,5.2,312,5.2,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
