Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Javier Sanoja","MIA",30,126.964,117.389,30.9857,22.3891,5.73711,1.2697,1.58982,14.2666,12.0094,7.12763,0.365195,13.3988,0.513962,0.938319,0.995105,2.39288,3.19927,0.96985,0.263958,0.0561391,0.105532,0.531962,0.306642,0.375093,0.299317,0.681735,0.111135,5.77931,0.284462,,0.082751,13.2578,-1.81567,86.2492,0.082751,-0.08,-2.0069275498390198,0.36191917955875397,0.251557,999,,,,,,,125.4,4.18,125.4,4.18,,,,,,,,,,,,,,,,,,,"Javier Sanoja","28253",691594
"Cooper Ingle","CLE",32,137.288,120.233,29.0778,19.3635,6.47759,0.141048,3.09571,15.2163,14.765,15.0152,0.324325,28.472,0.936398,0.831254,0.272317,2.76648,0.764381,0.155499,0.241846,0.10937,0.207389,0.527368,0.328645,0.375311,0.314379,0.703955,0.133465,2.9338,0.290315,,-0.0959732,16.0063,-0.292927,100.18,-0.0959732,-0.02,-0.06683592312037945,-2.3686900325119495,0.248092,999,,,,,,,137.9,4.309375,137.9,4.309375,,,,,,,,,,,,,,,,,,,"Cooper Ingle","33708",694876
"Drew Romo","CHW",22,87.6521,80.302,16.8773,11.0382,3.37913,0.122329,2.33768,8.32403,8.96757,5.19752,0.092976,22.6635,0.844068,0.689403,0.619032,1.42972,0.772933,0.287965,0.210173,0.0592971,0.258562,0.229334,0.263336,0.342633,0.267789,0.605969,0.13246,3.34022,0.259682,,-0.0539799,6.92033,-3.48597,66.7567,-0.0539799,1.09,-3.483985736966133,2.7875308990478516,0.245598,999,,,,,,,62.6,2.845454545,62.6,2.845454545,,,,,,,,,,,,,,,,,,,"Drew Romo","27763",691011
"Jose Siri","LAA",22,93.6286,85.2505,18.8945,11.1396,3.12883,0.749613,3.87642,11.8089,10.6672,6.16259,0.0169458,31.5916,0.98254,0.559054,0.673842,1.0586,2.60514,0.589069,0.221635,0.0658195,0.337414,0.195071,0.280132,0.412335,0.301725,0.692467,0.1907,6.58504,0.298323,,0.181338,9.95899,-1.15687,89.1194,0.181338,0,-1.0178600549697876,0.10536397248506546,0.245223,999,,,,,,,97.3,4.422727272,97.3,4.422727272,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Hao-Yu  Lee","DET",18,77.0395,70.677,17.8306,12.2321,3.07381,0.625466,1.89922,9.21507,8.18382,4.7493,0.132779,16.5265,0.799724,0.581147,0.232288,1.20696,1.32365,0.439766,0.252282,0.0616476,0.21452,0.287375,0.304393,0.394088,0.306376,0.698481,0.141806,5.4463,0.301544,,-0.0100255,8.4839,-0.662448,93.2441,-0.0100255,0,-0.6226971000432968,0.277777761220932,0.243003,999,,,,,,,82.9,4.605555555,82.9,4.605555555,,,,,,,,,,,,,,,,,,,"Hao-Yu  Lee","30080",701678
"Vaughn Grissom","LAA",45,188.232,171.154,43.3007,30.5658,7.91393,0.615916,4.20509,20.4044,19.4687,12.8309,0.249013,34.133,2.62396,1.31564,0.308199,3.90248,2.17672,0.794963,0.252993,0.068165,0.181335,0.375908,0.312656,0.380136,0.306713,0.692792,0.127143,4.02604,0.291473,,-0.134507,20.7802,-1.56729,92.5425,-0.134507,-0.57,-1.78690505027771,-2.509655177593231,0.242921,999,,,,,,,185.3,4.117777777,185.3,4.117777777,,,,,,,,,,,,,,,,,,,"Vaughn Grissom","26031",687093
"Angel Martínez","CLE",39,168.128,153.162,37.1493,24.7375,7.43386,0.643074,4.33485,19.1147,17.7553,9.71535,0.180763,33.9215,2.11864,1.33087,1.80127,2.64876,4.00468,1.12049,0.242549,0.0577854,0.20176,0.286407,0.2945,0.38439,0.298349,0.67889,0.141841,5.09308,0.282308,,0.14613,17.4247,-2.53594,89.1793,0.14613,-0.1,-1.9954028576612473,-1.6166666522622108,0.239889,748.5800170898438,,,,,,,158.6,4.066666666,158.6,4.066666666,,,,,,,,,,,,,,,,,,,"Angel Martinez","26540",682657
"Jake Rogers","DET",19,73.0888,65.3251,13.5841,8.31237,2.43544,0.310203,2.52608,8.06223,8.24202,6.08688,0.0265034,21.1124,0.755235,0.536295,0.34385,0.993374,0.348369,0.14519,0.207946,0.0832807,0.28886,0.288308,0.280952,0.370734,0.288264,0.651686,0.162787,3.70545,0.261897,,-0.0701147,6.97946,-1.69784,80.8147,-0.0701147,0,-1.7207331731915474,1.466049313545227,0.23791,999,,,,,,,68.4,3.6,68.4,3.6,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Brice Matthews","HOU",22,96.1728,86.6303,18.4011,11.5933,3.06455,0.47105,3.27218,12.1944,9.64117,7.46159,0.0291932,31.9455,1.05882,0.515369,0.506671,1.19603,3.53448,0.913772,0.21241,0.0775853,0.332168,0.233573,0.281411,0.371975,0.288981,0.653386,0.159565,6.42331,0.291344,,0.223509,9.23947,-2.17844,82.1374,0.223509,0.64,-1.7987020015716553,0.6985355205833912,0.235343,740.969970703125,,,,,,,79.5,3.613636363,79.5,3.613636363,,,,,,,,,,,,,,,,,,,"Brice Matthews","33280",694728
"Lourdes Gurriel Jr.","ARI",66,280.778,257.675,66.886,45.5739,12.6436,0.904616,7.76389,32.7768,35.0548,17.2149,0.246105,44.6217,2.95319,2.5619,0.373265,5.13591,2.93884,1.14048,0.259575,0.0613115,0.158921,0.385798,0.310459,0.406056,0.314033,0.716515,0.146481,4.03542,0.284444,,-0.228864,32.6574,-0.677392,96.5363,-0.228864,-0.35,-1.3929112553596497,-5.418049901723862,0.234017,689.0700073242188,,,,,,,298.7,4.525757575,298.7,4.525757575,,,,,,,,,,,,,,,,,,,"Lourdes Gurriel Jr.","19238",666971
"Dane Myers","CIN",31,135.097,122.099,29.4025,20.3285,4.59805,0.61956,3.85644,16.4883,13.8797,10.335,0.0543928,33.9333,1.56558,0.876561,0.221441,2.18601,3.81324,1.24389,0.24081,0.0765006,0.251177,0.304569,0.306231,0.383371,0.305276,0.689601,0.142561,5.40919,0.299888,,0.0791199,14.7575,-1.28167,86.7498,0.0791199,-0.42,-2.0634858906269073,-0.02480408549308777,0.23335,999,,,,,,,139,4.483870967,139,4.483870967,,,,,,,,,,,,,,,,,,,"Dane Myers","22054",667472
"José Fermín","STL",24,103.865,92.1185,22.5982,16.0592,4.32922,0.42704,1.78279,12.1535,9.60103,8.68657,0.284452,13.7666,1.53879,0.691873,0.829538,2.05428,2.54269,0.862279,0.245317,0.0836331,0.132543,0.630989,0.318565,0.359644,0.302872,0.678209,0.114327,4.96305,0.269417,,0.0152058,11.1441,-1.18712,92.1194,0.0152058,-0.23,-0.9645121730864048,-0.1559259444475174,0.228675,999,,,,,,,103.1,4.295833333,103.1,4.295833333,,,,,,,,,,,,,,,,,,,"Jose Fermin","21746",665877
"Ramón Urías","STL",20,87.049,78.4528,19.1918,12.7957,3.49348,0.249727,2.65294,10.0922,10.3342,6.60921,0.0267919,18.1088,1.19558,0.622741,0.168596,1.75208,0.613383,0.229822,0.244629,0.0759252,0.20803,0.364973,0.310733,0.396972,0.312399,0.707705,0.152343,3.69884,0.283618,,-0.0808005,10.0098,-0.324912,98.5499,-0.0808005,-0.44,-0.23188836127519608,-0.3535802587866783,0.227564,999,,,,,,,91.2,4.56,91.2,4.56,,,,,,,,,,,,,,,,,,,"Ramon Urias","18795",602104
"Edouard Julien","COL",43,182.831,158.184,39.9428,27.7581,8.38007,0.476821,3.32784,21.9435,18.5393,21.6167,0.497789,48.3812,1.62765,0.986572,0.415986,3.6277,2.58716,0.862312,0.252509,0.118233,0.264623,0.4468,0.346393,0.374628,0.32362,0.721021,0.122119,4.20297,0.340727,,-0.105209,22.681,0.97483,90.402,-0.105209,-1.03,-2.2056041061878204,-1.5487990975379944,0.221512,746.0499877929688,,,,,,,192.3,4.472093023,192.3,4.472093023,,,,,,,,,,,,,,,,,,,"Edouard Julien","27534",666397
"Drew Cavanaugh","SFG",16,60.9822,53.8847,11.9753,7.99016,2.44024,0.0767876,1.46812,6.62949,6.14456,5.49511,0.181001,17.7391,1.16227,0.346793,0.0933222,1.06227,0.635948,0.145078,0.222239,0.0901101,0.29089,0.309774,0.306011,0.352112,0.294899,0.658124,0.129873,3.65236,0.299997,,-0.00906255,6.15022,-1.08977,86.9825,-0.00906255,-0.09,-0.95923694036901,1.1445678770542145,0.219905,999,,,,,,,48.3,3.01875,48.3,3.01875,,,,,,,,,,,,,,,,,,,"Drew Cavanaugh","33380",701852
"Samad Taylor","SDP",47,203.872,181.891,42.6871,31.913,6.56812,1.32778,2.87819,24.1623,14.2813,15.3508,0.198455,49.8883,1.4492,1.39486,3.78579,3.31021,9.19551,1.98352,0.234685,0.0752963,0.244704,0.307703,0.297307,0.332866,0.282261,0.630173,0.098181,6.5408,0.305003,,0.76387,18.4796,-5.72461,79.7915,0.76387,1.67,-4.167447626590729,-0.30923211574554443,0.217529,999,,,,,,,172.5,3.670212765,172.5,3.670212765,,,,,,,,,,,,,,,,,,,"Samad Taylor","22274",669392
"Jorge Soler","LAA",56,236.997,208.165,46.1357,26.9251,9.23464,0,9.97594,26.4826,30.2351,23.3209,0.136792,67.0528,2.65266,1.68127,0.271318,3.76631,0.279593,0.108751,0.22163,0.0984014,0.282927,0.347798,0.30578,0.409761,0.315123,0.715542,0.188131,1.74572,0.27225,,-0.267389,27.7738,-0.363191,98.314,-0.267389,-0.16,-0.7377341687679291,-5.546436458826065,0.217027,634.8099975585938,,,,,,,247.7,4.423214285,247.7,4.423214285,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Nasim Nuñez","WSN",49,208.695,184.445,42.7816,34.5304,6.40219,0.992759,0.8562,24.6286,10.0902,18.269,0.209452,47.9865,0.999688,1.34976,3.63132,3.25248,16.9256,2.99252,0.231948,0.0875392,0.229937,0.38071,0.302591,0.291349,0.271263,0.59394,0.0594015,7.05628,0.306132,,1.86637,17.0626,-7.71417,68.6691,1.86637,0.44,-5.959918260574341,1.3162002563476562,0.216464,583.0999755859375,,,,,,,170.2,3.473469387,170.2,3.473469387,,,,,,,,,,,,,,,,,,,"Nasim Nunez","25979",683083
"Derek Hill","PHI",23,102.969,94.0451,22.0181,14.9165,3.02965,0.945197,3.12683,13.4295,10.0201,6.03102,0.0641015,32.4412,1.02224,0.590463,1.28052,1.40848,4.27045,0.966145,0.234123,0.058571,0.315056,0.185906,0.285886,0.386183,0.294837,0.672069,0.15206,7.46086,0.319825,,0.339461,10.3796,-1.84522,82.9572,0.339461,0.82,-1.7610248923301697,0.512386828660965,0.212699,999,,,,,,,97.6,4.24347826,97.6,4.24347826,,,,,,,,,,,,,,,,,,,"Derek Hill","16947",656537
"Nolan Schanuel","LAA",59,249.676,217.833,55.1035,41.3532,10.5341,0.475208,2.74095,25.9784,21.113,24.5778,0.791521,35.0243,4.00759,1.99264,1.26558,6.00267,1.95081,0.779371,0.252963,0.0984387,0.140279,0.701737,0.336897,0.343433,0.307365,0.68033,0.0904703,3.324,0.287611,,-0.296586,27.6949,-1.94734,92.9901,-0.296586,0.22,-2.356812208890915,-4.4270656406879425,0.212028,594.6599731445312,,,,,,,238.1,4.03559322,238.1,4.03559322,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Carson Williams","TBR",24,105.636,95.8478,20.6115,12.6047,4.04605,0.718651,3.2421,12.2666,11.5036,7.89172,0.106431,35.287,0.931526,0.584255,0.380895,1.16313,2.52194,0.754765,0.215044,0.0747065,0.334042,0.223644,0.279651,0.37373,0.287837,0.653381,0.158685,5.91794,0.299975,,0.0801485,10.0511,-2.49034,79.8865,0.0801485,-0.31,-2.420938692986965,0.751728355884552,0.211697,724.5499877929688,,,,,,,97,4.041666666,97,4.041666666,,,,,,,,,,,,,,,,,,,"Carson Williams","30038",700246
"Nick Loftin","KCR",29,127.161,114.044,28.2166,19.2119,5.52616,0.962143,2.51636,14.6169,13.1588,9.95568,0.119823,19.2823,1.48187,1.02885,0.650288,2.47827,1.17714,0.421267,0.247417,0.0782919,0.151637,0.516312,0.313445,0.378941,0.306684,0.692385,0.131523,4.52334,0.275533,,-0.0996539,14.0351,-1.0618,90.6728,-0.0996539,-0.93,-1.495816983282566,-0.9535542745143175,0.210138,999,,,,,,,129,4.448275862,129,4.448275862,,,,,,,,,,,,,,,,,,,"Nick Loftin","27630",679845
"Matt Shaw","CHC",24,103.643,93.3498,22.8884,15.8038,3.61615,1.00201,2.46641,13.3356,10.3464,8.16286,0.136263,20.1974,1.06702,0.730833,0.332094,1.58058,3.3494,0.855165,0.245189,0.0787597,0.194875,0.404155,0.31089,0.384658,0.307293,0.695549,0.139469,6.56945,0.285954,,0.185304,11.4904,-0.814394,94.7495,0.185304,0.29,-0.4660366475582123,-0.8927956521511078,0.203727,336.67999267578125,,,,,,,101.8,4.241666666,101.8,4.241666666,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Wade Meckler","LAA",29,122.888,110.275,27.6524,20.7041,5.48297,0.39159,1.07372,12.6351,9.9957,10.8671,0.300174,25.0861,0.635078,0.763504,0.347331,2.7797,1.78934,0.455348,0.250759,0.0884309,0.204138,0.433191,0.319524,0.336793,0.295008,0.656317,0.0860337,4.27443,0.313138,,0.00144807,12.4044,-2.18515,84.5101,0.00144807,0.83,-2.239262664457783,-0.1357244849205017,0.202269,999,,,,,,,110.5,3.810344827,110.5,3.810344827,,,,,,,,,,,,,,,,,,,"Wade Meckler","31490",685133
"Luisangel Acuña","CHW",27,117.533,109.043,27.1932,20.3251,4.59951,0.85597,1.4126,14.0793,8.97394,6.24862,0.115158,21.4485,0.613235,0.691519,0.936855,2.08756,6.06227,1.55015,0.24938,0.0531646,0.182488,0.291332,0.292076,0.346124,0.282684,0.638199,0.0967438,6.70936,0.296759,,0.429355,10.6938,-3.26015,76.9785,0.429355,-0.15,-2.7557511925697327,0.5607843101024628,0.201232,395.510009765625,,,,,,,98.6,3.651851851,98.6,3.651851851,,,,,,,,,,,,,,,,,,,"Luisangel Acuna","26548",682668
"Leo Jiménez","MIA",21,88.1962,77.5463,18.9274,13.3613,3.67866,0.427301,1.46014,9.4439,8.57213,6.74355,0.0941724,19.4604,2.99959,0.609588,0.297151,1.94354,0.634715,0.222912,0.244078,0.0764608,0.220649,0.346526,0.326176,0.359025,0.308343,0.685201,0.114947,4.02455,0.305183,,-0.0865364,9.85268,-0.61823,92.3406,-0.0865364,-0.46,-0.8951054960489273,-0.010477930307388306,0.198832,999,,,,,,,81.3,3.871428571,81.3,3.871428571,,,,,,,,,,,,,,,,,,,"Leo Jimenez","23782",677870
"Jake Mangum","PIT",44,191.965,179.02,47.6431,38.0691,7.68358,1.23407,0.656358,21.6958,14.7892,9.02394,0.307692,34.2031,1.78507,1.22712,0.908572,4.03378,7.99851,1.95806,0.266133,0.0470084,0.178174,0.263834,0.305942,0.333839,0.284958,0.639782,0.0677063,6.28748,0.323183,,0.53469,17.8185,-4.97205,76.018,0.53469,0.93,-4.975659251213074,0.6865804642438889,0.197322,672.4199829101562,,,,,,,170.7,3.879545454,170.7,3.879545454,,,,,,,,,,,,,,,,,,,"Jake Mangum","26202",663968
"Eli White","ATL",15,64.5179,59.4344,14.996,10.2614,2.4221,0.672675,1.6398,8.59391,6.50209,3.80794,0.0741201,15.8977,0.687393,0.369782,0.218291,0.982394,2.33914,0.514948,0.252312,0.0590215,0.246407,0.239529,0.303133,0.398471,0.307598,0.701604,0.146159,7.20565,0.315998,,0.177669,7.16869,-0.491052,92.7038,0.177669,0.73,-0.38576872646808624,0.1989542841911316,0.193764,999,,,,,,,71.3,4.753333333,71.3,4.753333333,,,,,,,,,,,,,,,,,,,"Eli White","19346",642201
"Ryan Waldschmidt","ARI",18,78.3798,70.0637,17.1185,11.5702,3.43889,0.6255,1.48394,9.56231,7.7679,6.48021,0.110248,20.6689,1.15391,0.496238,0.185775,1.05096,1.88041,0.53297,0.244328,0.082677,0.263702,0.313525,0.316554,0.374805,0.307314,0.691359,0.130477,6.1281,0.322981,,0.0552015,8.69092,-0.614555,92.0013,0.0552015,0,-0.6952046677470207,0.0362318754196167,0.191513,999,,,,,,,71,3.944444444,71,3.944444444,,,,,,,,,,,,,,,,,,,"Ryan Waldschmidt","35061",814439
"Carlos Cortes","ATH",30,127.193,114.933,28.9528,17.9301,6.65828,0.179406,4.18496,15.2998,15.867,10.0567,0.180904,21.7744,0.957648,1.08731,0.158051,2.35464,0.448014,0.162128,0.251909,0.0790661,0.171191,0.461858,0.314615,0.422199,0.322139,0.736813,0.17029,2.73534,0.27501,,-0.129127,15.6268,0.526032,101.478,-0.129127,-1.13,0.09217137098312378,-2.762553572654724,0.187804,999,,,,,,,138.3,4.61,138.3,4.61,,,,,,,,,,,,,,,,,,,"Carlos Cortes","21842",666126
"Taylor Walls","TBR",48,207.248,182.775,37.9774,25.8701,7.23472,0.883841,3.98874,23.0761,16.8083,19.7219,0.180611,50.9281,0.98652,1.62314,1.98036,2.44075,9.08117,2.20967,0.207782,0.0951606,0.245735,0.387249,0.286123,0.322505,0.274125,0.608628,0.114723,6.06352,0.262498,,0.658765,17.4236,-7.18155,70.4763,0.658765,-1.14,-6.5438597202301025,0.9817827939987183,0.183007,999,,,,,,,167.9,3.497916666,167.9,3.497916666,,,,,,,,,,,,,,,,,,,"Taylor Walls","22458",670764
"Leody Taveras","BAL",27,118.664,107.563,25.6217,17.3865,4.43892,0.623981,3.17232,15.1448,11.2769,8.59068,0.16197,26.6517,0.397102,0.867519,1.24572,1.53094,4.80511,1.07576,0.238202,0.072395,0.224598,0.322331,0.294754,0.37955,0.296699,0.674304,0.141348,6.4502,0.285592,,0.378397,12.1402,-1.94796,88.3088,0.378397,-1.41,-1.2546751201152802,-1.1838095039129257,0.180577,999,,,,,,,116.8,4.325925925,116.8,4.325925925,,,,,,,,,,,,,,,,,,,"Leody Taveras","18900",665750
"James McCann","ARI",17,68.4583,62.0076,14.8405,10.5595,2.42916,0.215378,1.63643,7.17627,7.75513,3.728,0.0320645,17.3353,0.768357,0.531266,0.533489,1.37954,0.315776,0.136975,0.239333,0.0544565,0.253225,0.215052,0.288458,0.364628,0.288429,0.653085,0.125294,3.4349,0.303074,,-0.0726906,6.54642,-1.58115,79.2556,-0.0726906,0,-1.7724970653653145,1.3117283582687378,0.17893,999,,,,,,,61.6,3.623529411,61.6,3.623529411,,,,,,,,,,,,,,,,,,,"James McCann","12859",543510
"Blake Dunn","CIN",21,90.0648,80.0446,19.3898,14.3054,2.70913,0.748884,1.62644,10.9817,7.10551,6.47889,0.0374597,22.7206,1.99262,0.512177,1.03648,1.6541,2.82181,0.665897,0.242238,0.0719359,0.25227,0.285154,0.312949,0.355752,0.299634,0.668701,0.113514,6.60481,0.31602,,0.169346,9.42782,-1.26493,82.942,0.169346,0.8,-1.6695429384708405,0.44506174325942993,0.172602,999,,,,,,,86.5,4.119047619,86.5,4.119047619,,,,,,,,,,,,,,,,,,,"Blake Dunn","29487",694362
"Mickey Gasper","BOS",10,38.919,34.3454,8.1341,5.43278,1.66208,0.0795852,0.959655,4.19959,4.30289,3.57608,0.114253,7.33149,0.593181,0.267377,0.136996,0.748323,0.288147,0.0988957,0.236832,0.0918851,0.188378,0.48777,0.317244,0.373684,0.307518,0.690927,0.136851,3.36857,0.272568,,-0.0332784,4.32184,-0.298743,90.0588,-0.0332784,0.27,-0.488715048879385,0.7844032943248749,0.170494,999,,,,,,,41,4.1,41,4.1,,,,,,,,,,,,,,,,,,,"Mickey Gasper","24759",681508
"Michael Conforto","CHC",32,137.526,119.68,26.8981,16.6391,5.452,0.13726,4.66973,15.9777,16.8852,14.7292,0.300244,35.1145,2.04691,0.86397,0.205663,2.4986,0.381466,0.125913,0.22475,0.107101,0.255331,0.41946,0.318046,0.389654,0.314537,0.7077,0.164904,2.52273,0.27524,,-0.150438,16.0517,-0.275795,99.6389,-0.150438,-0.31,-0.20987378433346748,-2.610511839389801,0.166997,999,,,,,,,143.7,4.490625,143.7,4.490625,,,,,,,,,,,,,,,,,,,"Michael Conforto","16376",624424
"Mark Vientos","NYM",42,178.185,162.951,38.9283,24.0586,7.14868,0.159004,7.56195,20.6003,24.0714,12.0199,0.226695,45.1228,1.50596,1.48916,0.219326,3.29627,0.276322,0.11808,0.238895,0.0674572,0.253235,0.266382,0.294742,0.423936,0.3127,0.718678,0.18504,2.23641,0.280669,,-0.190619,20.5329,-0.621798,99.9001,-0.190619,-0.48,-0.2119300290942192,-3.9367901980876923,0.166143,652.5700073242188,,,,,,,192.9,4.592857142,192.9,4.592857142,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Connor Norby","MIA",35,147.317,132.814,31.0328,19.9133,6.26933,0.961566,3.88865,16.6502,16.2971,11.4507,0.117781,41.7445,1.78951,1.07775,0.184466,1.93454,2.70479,0.883177,0.233656,0.0777285,0.283366,0.274304,0.300906,0.383176,0.302079,0.684082,0.14952,5.39204,0.307552,,0.00187216,15.7118,-1.7781,88.113,0.00187216,0.06,-2.0941525888629258,-1.0742592252790928,0.163931,728.1400146484375,,,,,,,143.2,4.091428571,143.2,4.091428571,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Alan Roden","MIN",19,82.445,73.2155,18.0596,12.9176,3.65943,0.193597,1.289,9.13024,7.55028,6.96085,0.196956,14.2894,1.61898,0.537661,0.111992,1.84038,1.01619,0.333253,0.246664,0.0844302,0.17332,0.487135,0.323557,0.354751,0.304394,0.678308,0.108087,3.96069,0.28828,,-0.0467937,8.94721,-0.840892,91.3741,-0.0467937,0.48,-0.88393409922719,-0.4465431869029999,0.162405,999,,,,,,,77.7,4.089473684,77.7,4.089473684,,,,,,,,,,,,,,,,,,,"Alan Roden","31564",702176
"Kaelen Culpepper","MIN",12,52.6456,47.944,11.3691,7.80246,2.00166,0.222284,1.34267,6.13057,5.25828,3.62969,0.0402181,11.2837,0.626692,0.313172,0.132049,0.940561,1.22133,0.263273,0.237133,0.0689458,0.214334,0.321675,0.297551,0.37217,0.296514,0.669721,0.135038,5.38998,0.281398,,0.0721115,5.37812,-0.872111,85.9658,0.0721115,0,-0.7976040616631508,0.5092592835426331,0.160711,999,,,,,,,45.7,3.808333333,45.7,3.808333333,,,,,,,,,,,,,,,,,,,"Kaelen Culpepper","sa3025360",701785
"Parker Meadows","DET",17,73.0888,65.4037,14.5411,9.45314,2.94935,0.40926,1.72938,8.68064,6.81733,6.46742,0.12124,18.4804,0.534043,0.494138,0.189467,0.850187,1.9755,0.529446,0.222329,0.0884873,0.252849,0.349961,0.295512,0.359263,0.291012,0.654775,0.136934,5.78113,0.280418,,0.0902434,7.14171,-1.53559,82.7006,0.0902434,0.12,-1.3981252610683441,0.38234566897153854,0.160603,745.6900024414062,,,,,,,68.5,4.029411764,68.5,4.029411764,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Alex Freeland","LAD",16,71.6166,63.3496,14.0707,9.3149,2.76444,0.181621,1.80971,8.70237,7.20115,6.84224,0.0987665,19.7635,0.688064,0.450695,0.285987,1.18207,1.17218,0.371366,0.222111,0.0955399,0.275963,0.346205,0.302829,0.357184,0.29501,0.660013,0.135073,4.70004,0.290358,,-0.00730961,7.22918,-1.27335,85.1831,-0.00730961,0.24,-1.277423550374806,0.5104291290044785,0.15824,999,,,,,,,68.8,4.3,68.8,4.3,,,,,,,,,,,,,,,,,,,"Alex Freeland","31665",690976
"Davis Schneider","TOR",9,39.8602,34.0718,7.35277,3.978,1.42242,0.0881613,1.86419,5.24657,5.18117,4.97418,0,11.3734,0.450183,0.2911,0.0729285,0.408362,0.418043,0.15011,0.215802,0.124791,0.285331,0.437354,0.321136,0.426866,0.329581,0.748003,0.211064,4.03278,0.25981,,-0.0280017,5.13679,0.404481,110.029,-0.0280017,-0.12,0.442566879093647,-0.35148147493600845,0.153108,999,,,,,,,41.9,4.655555555,41.9,4.655555555,,,,,,,,,,,,,,,,,,,"Davis Schneider","23565",676914
"Kahlil Watson","CLE",27,114.407,102.98,22.7411,14.2275,4.83412,0.247234,3.43228,13.3253,12.7099,9.09092,0.0931453,33.6339,1.32358,0.79229,0.219641,1.57739,3.70388,0.524698,0.22083,0.0794616,0.293986,0.27029,0.290363,0.372563,0.293435,0.662925,0.151732,5.416,0.289461,,0.394532,11.4029,-2.17978,85.8071,0.394532,0,-1.5168635249137878,-1.0539215803146362,0.151774,999,,,,,,,103.3,3.825925925,103.3,3.825925925,,,,,,,,,,,,,,,,,,,"Kahlil Watson","29905",696135
"Pedro Pagés","STL",18,69.2435,63.178,14.0439,9.65372,2.48752,0.0680115,1.83461,6.77516,7.47757,4.21147,0.123283,17.4833,0.700437,0.481194,0.672396,1.26781,0.25709,0.108113,0.22229,0.0608212,0.252491,0.240885,0.27644,0.350933,0.277403,0.627372,0.128642,2.65663,0.275348,,-0.0694388,6.00473,-2.21606,74.9303,-0.0694388,0,-2.147225968539715,1.3888888359069824,0.151294,748.2899780273438,,,,,,,55,3.055555555,55,3.055555555,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Victor Mesa Jr.","TBR",25,108.654,98.9988,22.7604,14.7132,4.81142,0.274266,2.96155,11.7499,12.0283,7.75694,0.144471,24.2949,0.653589,0.700685,0.544438,1.66379,1.95645,0.559452,0.229906,0.0713909,0.223598,0.319283,0.288327,0.373793,0.291788,0.66212,0.143887,4.36677,0.273303,,0.0389734,10.685,-2.21472,82.5978,0.0389734,0.7,-2.186794903129339,-0.20850259065628052,0.148839,999,,,,,,,100.5,4.02,100.5,4.02,,,,,,,,,,,,,,,,,,,"Victor Mesa Jr.","25999",683748
"Nolan Gorman","STL",35,148.379,131.32,27.0842,15.9255,5.13595,0.0685495,5.95426,16.1248,19.6888,14.9579,0.586402,47.9279,0.888574,1.09204,0.120737,1.67348,0.85685,0.336797,0.206247,0.100809,0.32301,0.312092,0.289567,0.382426,0.295926,0.671994,0.17618,2.5717,0.26907,,-0.132283,15.0876,-2.5284,87.4318,-0.132283,-0.1,-2.364395409822464,-0.9918317571282387,0.148356,653.1400146484375,,,,,,,141,4.028571428,141,4.028571428,,,,,,,,,,,,,,,,,,,"Nolan Gorman","22263",669357
"Ryan Mountcastle","BAL",13,58.309,53.3204,14.1803,9.51805,2.5215,0.17985,1.96094,7.17834,7.32283,3.91258,0.0432128,13.13,0.452063,0.540075,0.083858,1.09863,0.277903,0.0999156,0.265946,0.0671008,0.22518,0.297988,0.318505,0.430311,0.32678,0.748816,0.164365,3.43631,0.31518,,-0.0587094,7.38238,0.459769,108.953,-0.0587094,0.02,0.555787842720747,-1.1719026379287243,0.147858,748.0900268554688,,,,,,,64.9,4.992307692,64.9,4.992307692,,,,,,,,,,,,,,,,,,,"Ryan Mountcastle","18373",663624
"Will Benson","CIN",11,48.0345,42.1172,9.49333,5.25535,1.96078,0.168759,2.10844,6.36994,6.12482,5.08727,0.171365,14.8805,0.4411,0.294779,0.0941476,0.56276,1.16671,0.300946,0.225402,0.105909,0.309787,0.341876,0.313341,0.430155,0.324763,0.743496,0.204753,5.32441,0.290479,,0.0530484,6.00327,0.300467,99.9018,0.0530484,0.18,0.047404334880411625,-0.1595061719417572,0.147001,999,,,,,,,49.9,4.536363636,49.9,4.536363636,,,,,,,,,,,,,,,,,,,"Will Benson","21853",666181
